Type,Timestamp,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Type,Timestamp,Mag_X,Mag_Y,Mag_Z
ags,70610290,159,-6765,7666,12,23,-51,geo,70610241,404,485,-390
ags,70610300,176,-6821,7676,9,14,-48,geo,70610251,406,487,-386
ags,70610310,172,-6789,7642,12,31,-51,geo,70610261,403,485,-393
ags,70610320,194,-6796,7683,20,14,-62,geo,70610271,403,487,-388
ags,70610330,206,-6789,7620,19,17,-36,geo,70610281,403,487,-390
ags,70610340,189,-6769,7688,-2,24,-32,geo,70610291,403,485,-390
ags,70610350,162,-6796,7688,7,34,-53,geo,70610301,403,484,-390
ags,70610360,172,-6772,7683,6,53,-47,geo,70610311,401,484,-391
ags,70610370,206,-6772,7717,11,21,-49,geo,70610321,406,487,-390
ags,70610380,157,-6782,7703,-6,26,-49,geo,70610331,406,487,-390
ags,70610390,172,-6823,7676,3,9,-46,geo,70610341,404,487,-393
ags,70610400,211,-6816,7646,-5,24,-39,geo,70610351,408,487,-391
ags,70610410,198,-6794,7632,17,37,-49,geo,70610361,401,487,-391
ags,70610420,208,-6777,7681,10,14,-61,geo,70610371,406,487,-396
ags,70610430,184,-6760,7715,11,46,-49,geo,70610381,404,484,-390
ags,70610440,189,-6826,7708,4,18,-43,geo,70610391,404,485,-393
ags,70610450,220,-6789,7659,10,44,-45,geo,70610401,404,484,-390
ags,70610460,211,-6777,7629,0,38,-37,geo,70610411,404,484,-391
ags,70610470,216,-6774,7622,11,42,-55,geo,70610421,401,487,-390
ags,70610480,208,-6779,7703,19,25,-45,geo,70610431,403,487,-388
ags,70610490,191,-6774,7644,4,32,-43,geo,70610441,403,485,-393
ags,70610500,174,-6808,7661,-9,20,-55,geo,70610451,404,489,-391
ags,70610510,184,-6813,7705,9,27,-40,geo,70610461,404,489,-388
ags,70610520,181,-6786,7686,13,8,-34,geo,70610471,403,484,-393
ags,70610530,181,-6777,7666,-10,40,-42,geo,70610481,401,485,-390
ags,70610540,198,-6784,7642,10,33,-55,geo,70610490,403,487,-388
ags,70610550,181,-6789,7661,8,39,-55,geo,70610500,404,487,-386
ags,70610560,167,-6779,7651,27,24,-46,geo,70610511,404,487,-388
ags,70610570,169,-6804,7659,-4,40,-30,geo,70610520,401,487,-390
ags,70610580,172,-6796,7700,18,49,-44,geo,70610531,404,484,-390
ags,70610590,216,-6765,7710,-5,47,-59,geo,70610541,404,487,-393
ags,70610600,174,-6811,7715,4,51,-42,geo,70610551,404,484,-393
ags,70610610,167,-6760,7585,-11,17,-47,geo,70610561,403,487,-390
ags,70610620,198,-6811,7646,-8,18,-44,geo,70610571,401,487,-391
ags,70610630,220,-6791,7651,9,30,-40,geo,70610581,404,489,-391
ags,70610640,179,-6782,7678,8,30,-37,geo,70610591,403,485,-388
ags,70610650,186,-6816,7678,12,34,-41,geo,70610601,406,487,-390
ags,70610660,184,-6784,7629,20,37,-53,geo,70610611,401,490,-391
ags,70610670,194,-6755,7625,8,23,-35,geo,70610621,403,490,-393
ags,70610680,157,-6772,7673,9,17,-49,geo,70610631,401,485,-393
ags,70610690,159,-6779,7671,19,23,-43,geo,70610641,403,489,-391
ags,70610700,191,-6767,7678,10,43,-46,geo,70610651,403,487,-390
ags,70610710,208,-6796,7656,2,29,-49,geo,70610661,392,501,-400
ags,70610720,184,-6782,7673,2,26,-32,geo,70610671,410,484,-390
ags,70610730,211,-6843,7656,-11,26,-34,geo,70610681,403,487,-388
ags,70610740,184,-6791,7734,-12,25,-46,geo,70610691,404,490,-390
ags,70610750,194,-6779,7749,6,15,-46,geo,70610701,403,487,-390
ags,70610760,172,-6818,7600,-1,15,-43,geo,70610711,401,485,-391
ags,70610770,176,-6816,7681,4,24,-41,geo,70610721,406,484,-393
ags,70610780,201,-6772,7664,1,46,-49,geo,70610731,403,485,-393
ags,70610790,176,-6796,7705,13,27,-46,geo,70610741,403,487,-390
ags,70610800,164,-6821,7659,8,32,-24,geo,70610751,404,484,-390
ags,70610810,238,-6823,7646,17,12,-31,geo,70610761,403,485,-388
ags,70610820,159,-6774,7566,-7,26,-46,geo,70610771,404,485,-388
ags,70610830,176,-6774,7666,4,40,-43,geo,70610781,404,489,-390
ags,70610840,220,-6765,7646,16,34,-53,geo,70610791,401,487,-388
ags,70610850,191,-6757,7644,21,8,-50,geo,70610801,404,485,-388
ags,70610860,198,-6779,7634,-2,42,-44,geo,70610811,401,484,-386
ags,70610870,220,-6791,7664,4,11,-46,geo,70610821,403,485,-388
ags,70610880,164,-6791,7717,2,20,-61,geo,70610831,404,489,-390
ags,70610890,157,-6779,7659,-4,22,-45,geo,70610841,404,489,-390
ags,70610900,201,-6791,7600,4,13,-46,geo,70610851,404,485,-391
ags,70610910,155,-6808,7705,18,27,-57,geo,70610861,404,487,-390
ags,70610920,164,-6769,7700,11,19,-41,geo,70610871,404,484,-390
ags,70610930,150,-6791,7688,-2,41,-40,geo,70610881,403,487,-386
ags,70610940,169,-6804,7649,1,38,-62,geo,70610891,403,485,-391
ags,70610950,179,-6750,7676,11,34,-47,geo,70610901,403,484,-390
ags,70610960,179,-6762,7678,1,24,-36,geo,70610911,406,490,-388
ags,70610970,220,-6765,7627,6,34,-49,geo,70610921,403,485,-388
ags,70610980,186,-6728,7686,3,30,-49,geo,70610931,406,487,-390
ags,70610990,155,-6799,7578,2,26,-53,geo,70610941,403,489,-390
ags,70611000,206,-6808,7664,-8,18,-48,geo,70610951,404,485,-388
ags,70611010,208,-6811,7629,17,11,-52,geo,70610961,404,485,-393
ags,70611020,184,-6765,7690,4,25,-54,geo,70610971,403,487,-385
ags,70611030,216,-6769,7668,6,38,-45,geo,70610981,404,485,-391
ags,70611040,223,-6760,7664,-4,34,-37,geo,70610991,410,485,-391
ags,70611050,208,-6779,7793,11,19,-40,geo,70611001,404,487,-391
ags,70611060,145,-6791,7720,1,37,-56,geo,70611010,401,480,-388
ags,70611070,189,-6760,7676,10,34,-41,geo,70611020,398,495,-403
ags,70611080,216,-6767,7646,14,28,-32,geo,70611030,406,485,-388
ags,70611090,230,-6828,7700,3,25,-45,geo,70611041,406,482,-390
ags,70611100,176,-6789,7659,12,29,-54,geo,70611050,404,485,-390
ags,70611110,174,-6772,7708,7,30,-36,geo,70611060,408,482,-390
ags,70611120,191,-6779,7668,3,35,-46,geo,70611070,404,482,-388
ags,70611130,164,-6750,7700,-4,21,-25,geo,70611080,406,484,-386
ags,70611140,198,-6767,7632,1,39,-43,geo,70611090,404,487,-386
ags,70611150,172,-6774,7551,2,14,-40,geo,70611100,401,482,-386
ags,70611160,208,-6804,7673,-3,26,-52,geo,70611110,404,484,-388
ags,70611170,164,-6801,7632,1,27,-47,geo,70611120,404,487,-386
ags,70611180,184,-6738,7649,13,40,-39,geo,70611130,404,489,-388
ags,70611190,176,-6743,7720,-15,37,-42,geo,70611140,403,482,-390
ags,70611200,242,-6791,7646,6,19,-42,geo,70611151,408,487,-386
ags,70611210,216,-6791,7634,9,12,-42,geo,70611160,398,485,-385
ags,70611220,198,-6777,7747,11,57,-45,geo,70611170,403,482,-385
ags,70611230,157,-6801,7729,-7,14,-48,geo,70611180,403,485,-385
ags,70611240,164,-6813,7639,11,14,-49,geo,70611190,403,485,-386
ags,70611250,172,-6789,7686,19,37,-40,geo,70611201,408,490,-386
ags,70611260,172,-6769,7576,-4,24,-42,geo,70611210,403,485,-388
ags,70611270,176,-6804,7629,-15,18,-44,geo,70611221,406,485,-383
ags,70611280,220,-6789,7644,6,21,-47,geo,70611231,403,489,-383
ags,70611290,228,-6765,7598,-8,37,-53,geo,70611241,403,482,-390
ags,70611300,152,-6791,7654,12,39,-40,geo,70611251,403,482,-385
ags,70611310,218,-6747,7625,8,49,-53,geo,70611261,401,482,-385
ags,70611320,203,-6806,7703,-4,43,-55,geo,70611271,408,484,-390
ags,70611330,191,-6811,7659,9,43,-42,geo,70611281,403,485,-385
ags,70611340,198,-6801,7688,-1,14,-27,geo,70611290,403,480,-385
ags,70611350,194,-6752,7744,-4,32,-33,geo,70611301,404,485,-386
ags,70611360,172,-6784,7681,4,34,-50,geo,70611311,406,484,-388
ags,70611370,181,-6794,7671,14,28,-52,geo,70611321,406,482,-382
ags,70611380,179,-6804,7666,15,20,-30,geo,70611331,403,484,-383
ags,70611390,174,-6745,7700,-5,24,-47,geo,70611341,403,484,-390
ags,70611400,196,-6806,7725,14,39,-54,geo,70611351,403,484,-385
ags,70611410,179,-6786,7666,-9,27,-46,geo,70611361,406,484,-388
ags,70611420,194,-6779,7644,15,30,-32,geo,70611371,404,484,-383
ags,70611430,213,-6767,7610,0,34,-53,geo,70611381,406,482,-390
ags,70611440,196,-6782,7576,15,27,-43,geo,70611391,406,480,-388
ags,70611450,179,-6811,7690,14,31,-44,geo,70611401,396,493,-399
ags,70611460,194,-6806,7681,-15,18,-53,geo,70611411,408,485,-385
ags,70611470,186,-6801,7634,-7,37,-39,geo,70611421,403,484,-386
ags,70611480,181,-6755,7642,7,21,-58,geo,70611431,396,496,-404
ags,70611490,174,-6796,7683,11,34,-62,geo,70611441,404,484,-386
ags,70611500,191,-6794,7622,9,16,-60,geo,70611451,401,484,-385
ags,70611510,201,-6789,7671,10,14,-40,geo,70611461,408,482,-385
ags,70611520,196,-6796,7664,18,43,-37,geo,70611471,408,485,-385
ags,,,,,,,,geo,70611481,404,480,-386
ags,,,,,,,,geo,70611491,396,493,-403
ags,,,,,,,,geo,70611501,401,482,-385
ags,,,,,,,,geo,70611511,408,480,-386
ags,,,,,,,,geo,70611521,408,484,-386
