,mid_hip_x,mid_hip_y,mid_hip_z,neck_x,neck_y,neck_z,lhip_x,lhip_y,lhip_z,lknee_x,lknee_y,lknee_z,lankle_x,lankle_y,lankle_z,lbigtoe_x,lbigtoe_y,lbigtoe_z,lsmalltoe_x,lsmalltoe_y,lsmalltoe_z,lheel_x,lheel_y,lheel_z
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19473250528670338,0.0282157103515047,-3.4089016043693223,0.22709943219394949,-0.0482598124313339,-3.2905578682080234,0.0,0.0,0.0,0.1596088722435088,-0.005612750077778685,-3.4086759324940266
1,0.0,0.0,0.0,0.10610711018366079,1.231851635812185,-3.3475241231412767,0.2193017836308004,0.7317791344214647,-3.3196468049072814,0.0,0.0,0.0,0.18808562308664795,0.028377639731273517,-3.408912630635352,0.22611454313622334,-0.04742190961811127,-3.2854467217071632,0.25292148736307557,-0.0291196509899587,-3.332528899837565,0.15906236079629002,-0.0055649801228658475,-3.408229728247794
2,0.0,0.0,0.0,0.10689451599670634,1.2322199072206117,-3.3528131471060663,0.0,0.0,0.0,0.22181332898863412,0.40931539785205584,-3.349447633302024,0.18205111921605566,0.028703685441721406,-3.409431819180576,0.22757604689063965,-0.048430677559440596,-3.29397065724637,0.25153225273539054,-0.032573553397007744,-3.325184479547895,0.159675712047474,-0.0056698477902715465,-3.408663063824708
3,0.0,0.0,0.0,0.10586128790484121,1.2317865321757482,-3.346313079198908,0.0,0.0,0.0,0.22380652549776436,0.4127682404474103,-3.361520326124178,0.1776818416550475,0.02955155776505285,-3.4087777745282186,0.22671322114777331,-0.04759717912722385,-3.288878773581245,0.2506657607269058,-0.03046869138035743,-3.320373066432104,0.1597687477498291,-0.005122397836404275,-3.404927802249835
4,0.0,0.0,0.0,0.0,0.0,0.0,0.22322877018537837,0.7430033783189938,-3.341582259996555,0.2213581366089395,0.41534497863835895,-3.3473608263015344,0.17668148623066826,0.02988475057681444,-3.411850325871505,0.2260187427193441,-0.04773000112715988,-3.2846401237574896,0.25406353848954427,-0.02758186212708739,-3.339179083525112,0.15913616652060772,-0.005683802034617145,-3.410332279197259
5,0.0,0.0,0.0,0.10703194681870468,1.2323482973406448,-3.3544394501109465,0.0,0.0,0.0,0.0,0.0,0.0,0.17657895754630681,0.03017523810409125,-3.4086001359968288,0.22574730123453787,-0.048305019122349,-3.2830508234477165,0.2587538441592267,-0.025976642581102282,-3.3653833592373563,0.15460543382678588,-0.0055434253249425185,-3.4124028661218695
6,0.0,0.0,0.0,0.10724174049069006,1.2324544102396562,-3.3559973443842623,0.0,0.0,0.0,0.2225267083458582,0.4137561098737693,-3.352824310431866,0.1770258740032025,0.028946059677165237,-3.4075082806377694,0.22765737828956573,-0.04859020198053781,-3.2941350869780424,0.25985045468736573,-0.024880105968588282,-3.371731111035642,0.1478041592622858,-0.00472730239405854,-3.4101866659118847
7,0.0,0.0,0.0,0.10729116838156165,1.2324980768624516,-3.3565086102539747,0.0,0.0,0.0,0.22058346379663293,0.41431662330722946,-3.343406014929936,0.17733596242862223,0.02773983213118987,-3.4098455548548254,0.2282973551673176,-0.04411367341143762,-3.297854767838893,0.2591824230805071,-0.025149857765682213,-3.368244322924604,0.1434123537971093,-0.004934315361444306,-3.4142574205010177
8,0.0,0.0,0.0,0.1071059552954448,1.2324472222711893,-3.3555130131812825,0.0,0.0,0.0,0.0,0.0,0.0,0.17771293454559645,0.02960100866220148,-3.414379074581792,0.23066972162143884,-0.03915962750210531,-3.310996093928258,0.2604310446242494,-0.02720796673355028,-3.3751248878831643,0.14187400321127894,-0.005414677155044558,-3.419127203137527
9,0.0,0.0,0.0,0.10659343750304924,1.2322497930150549,-3.352397301496855,0.0,0.0,0.0,0.22157611606911246,0.4142862913380342,-3.3504296085602627,0.17826816599828135,0.0353949208844399,-3.417186637461646,0.2344659383184769,-0.03705914263717949,-3.331880493438143,0.26063769754212945,-0.027286956655319897,-3.3759016262064954,0.1421616921299651,-0.005542054460992574,-3.420743320456621
10,0.0,0.0,0.0,0.0,0.0,0.0,0.22088543914790604,0.7619561800096373,-3.32743299478237,0.22441877576502475,0.41359800773455646,-3.3589610181164296,0.17988427364708764,0.040145341621417745,-3.4235950287643653,0.23800428335708035,-0.03836422093665027,-3.3512843530838716,0.26166724395911456,-0.027426189090932553,-3.381160951267264,0.14424552229060464,-0.005361490385004288,-3.4190807083009296
