Type,Timestamp,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Type,Timestamp,Mag_X,Mag_Y,Mag_Z
ags,70610770,-1642,3,10152,-61,52,1,geo,70610730,-22,282,-499
ags,70610780,-1647,27,10188,-48,61,9,geo,70610741,-29,283,-499
ags,70610790,-1654,29,10093,-38,59,-9,geo,70610751,-25,288,-499
ags,70610800,-1608,54,10130,-13,56,-25,geo,70610761,-36,291,-521
ags,70610810,-1639,17,10120,-35,48,4,geo,70610771,-27,283,-497
ags,70610820,-1676,15,10176,-41,46,14,geo,70610780,-25,283,-502
ags,70610830,-1630,15,10120,-60,49,-11,geo,70610790,-30,278,-502
ags,70610840,-1620,0,10193,-45,67,4,geo,70610800,-27,288,-497
ags,70610850,-1678,20,10201,-64,55,-6,geo,70610811,-27,277,-500
ags,70610860,-1644,34,10244,-31,47,-2,geo,70610820,-24,278,-499
ags,70610870,-1649,64,10230,-49,36,-2,geo,70610830,-29,280,-499
ags,70610880,-1644,22,10100,-40,50,-13,geo,70610840,-41,294,-519
ags,70610890,-1620,29,10049,-39,56,-6,geo,70610851,-22,278,-499
ags,70610900,-1632,10,10132,-47,41,4,geo,70610861,-25,278,-505
ags,70610910,-1630,22,10147,-42,37,8,geo,70610871,-27,272,-499
ags,70610920,-1647,32,10201,-44,51,9,geo,70610881,-29,275,-500
ags,70610930,-1630,10,10183,-24,51,-6,geo,70610891,-27,280,-500
ags,70610940,-1622,59,10147,-57,56,-10,geo,70610901,-25,282,-504
ags,70610950,-1661,0,10140,-41,58,4,geo,70610911,-27,273,-502
ags,70610960,-1664,34,10196,-46,51,14,geo,70610921,-22,270,-499
ags,70610970,-1656,20,10171,-48,56,1,geo,70610931,-27,275,-499
ags,70610980,-1613,29,10135,-45,71,17,geo,70610941,-24,282,-499
ags,,,,,,,,geo,70610951,-25,283,-500
ags,,,,,,,,geo,70610961,-25,282,-504
ags,,,,,,,,geo,70610971,-22,282,-499
ags,,,,,,,,geo,70610981,-37,294,-522
