Type,Timestamp,X,Y,Z,Gyro_X,Gyro_Y,Gyro_Z
ags,27630910,-917,-1105,11092,-18,81,-93
ags,27630920,-944,-1069,11049,-33,78,-83
ags,27630930,-914,-1103,11066,-21,56,-102
ags,27630940,-895,-1122,10968,-49,41,-105
ags,27630950,-909,-1115,11049,-15,81,-105
ags,27630960,-946,-1069,11075,-30,90,-86
ags,27630970,-900,-1108,11073,-27,69,-120
ags,27630980,-902,-1100,11132,-18,69,-108
ags,27630990,-939,-1083,11158,-12,81,-114
ags,27631000,-902,-1132,11095,-21,75,-96
ags,27631010,-939,-1096,11107,-15,81,-120
ags,27631020,-895,-1122,11080,-27,72,-102
ags,27631030,-870,-1108,11053,-30,75,-114
ags,27631040,-946,-1079,11058,-40,69,-99
ags,27631050,-905,-1093,11100,-27,78,-102
ags,27631060,-922,-1120,11071,-15,90,-111
ags,27631070,-897,-1113,11090,-9,75,-108
ags,27631080,-919,-1113,11100,-49,72,-111
ags,27631090,-905,-1115,11139,-33,87,-105
ags,27631100,-946,-1076,11100,-24,84,-111
ags,27631110,-912,-1071,11139,-30,87,-111
ags,27631120,-922,-1108,11124,-30,72,-90
ags,27631130,-914,-1096,11129,-30,72,-117
ags,27631140,-912,-1110,11088,-21,60,-114
ags,27631150,-909,-1096,11132,-15,69,-132
ags,27631160,-919,-1103,11051,-24,69,-117
ags,27631170,-926,-1118,11132,-15,78,-117
ags,27631180,-900,-1113,11085,-30,60,-99
ags,27631190,-939,-1115,11068,-46,81,-93
ags,27631200,-917,-1093,11102,-12,90,-111
ags,27631210,-922,-1081,11085,-30,60,-102
ags,27631220,-878,-1088,11083,-27,41,-99
ags,27631230,-909,-1098,11134,-9,69,-96
ags,27631240,-944,-1086,11066,-6,56,-105
ags,27631250,-892,-1100,11083,-18,47,-105
ags,27631260,-900,-1079,11075,-40,72,-117
ags,27631270,-907,-1120,11078,-33,75,-111
ags,27631280,-929,-1076,11085,-21,44,-108
ags,27631290,-897,-1079,11119,-15,56,-96
ags,27631300,-885,-1052,11046,-15,50,-108
ags,27631310,-941,-1086,11068,-40,72,-93
ags,27631320,-922,-1079,11110,-49,63,-102
ags,27631330,-924,-1115,11122,-37,72,-96
ags,27631340,-897,-1079,11083,-24,44,-93
ags,27631350,-939,-1096,11058,-24,87,-102
ags,27631360,-914,-1076,11061,-33,84,-86
ags,27631370,-934,-1108,11107,-43,47,-108
ags,27631380,-931,-1110,11085,-27,63,-108
ags,27631390,-936,-1088,11075,-15,78,-117
ags,27631400,-926,-1083,11161,-24,78,-108
ags,27631410,-905,-1127,11110,-33,41,-102
ags,27631420,-924,-1098,11112,-18,69,-123
ags,27631430,-905,-1120,11141,-24,32,-120
ags,27631440,-912,-1098,11197,-24,75,-111
ags,27631450,-936,-1103,11156,-30,66,-96
ags,27631460,-909,-1088,11161,-21,78,-108
ags,27631470,-900,-1108,11044,-30,75,-114
ags,27631480,-924,-1081,11092,-37,78,-126
ags,27631490,-861,-1096,11024,-27,84,-90
ags,27631500,-912,-1081,11168,-15,90,-99
ags,27631510,-919,-1076,11127,-24,56,-105
ags,27631520,-909,-1091,11117,-37,53,-114
ags,27631530,-907,-1086,11141,-18,72,-99
ags,27631540,-939,-1083,11146,6,96,-102
ags,27631550,-922,-1057,11102,-40,47,-111
ags,27631560,-895,-1079,11051,-27,81,-111
ags,27631570,-939,-1130,11053,-12,84,-102
ags,27631580,-924,-1103,11132,-21,72,-111
ags,27631590,-895,-1115,11110,-21,66,-105
ags,27631600,-956,-1086,11129,-3,87,-117
ags,27631610,-914,-1105,11190,-21,63,-105
ags,27631620,-902,-1100,11068,-21,75,-102
ags,27631630,-909,-1110,11083,-37,66,-96
ags,27631640,-936,-1100,11056,-46,78,-126
ags,27631650,-897,-1081,11127,-30,53,-96
ags,27631660,-885,-1108,11061,-18,78,-96
ags,27631670,-909,-1081,11134,-30,90,-102
ags,27631680,-868,-1071,11088,-27,72,-99
ags,27631690,-895,-1096,11097,-21,78,-123
ags,27631700,-926,-1081,11119,-33,75,-111
ags,27631710,-887,-1076,11119,-52,63,-99
ags,27631720,-905,-1044,11129,-18,84,-108
ags,27631730,-900,-1120,11095,-21,60,-108
ags,27631740,-941,-1115,11073,-30,69,-93
ags,27631750,-934,-1118,11107,-24,96,-99
ags,27631760,-905,-1086,11146,-27,53,-114
ags,27631770,-890,-1115,11119,-3,69,-105
ags,27631780,-931,-1091,11097,-24,78,-111
ags,27631790,-892,-1091,11166,-27,69,-135
ags,27631800,-917,-1113,11122,-18,81,-96
ags,27631810,-909,-1103,11058,-30,60,-108
ags,27631820,-924,-1140,11124,-24,69,-123
ags,27631830,-912,-1132,11090,-18,84,-105
ags,27631840,-895,-1108,11078,-12,72,-102
ags,27631850,-919,-1074,11056,-24,69,-120
ags,27631860,-934,-1069,11080,-30,63,-105
ags,27631870,-939,-1125,11163,-33,84,-108
ags,27631880,-914,-1100,11136,-18,60,-102
ags,27631890,-890,-1120,11080,-3,63,-105
ags,27631900,-865,-1127,11068,-30,66,-80
ags,27631910,-895,-1118,11061,-30,87,-102
ags,27631920,-936,-1098,11061,-18,75,-114
ags,27631930,-917,-1103,11092,-21,53,-117
ags,27631940,-902,-1130,11066,-24,96,-102
ags,27631950,-917,-1069,11085,-33,84,-114
ags,27631960,-875,-1074,11046,-15,53,-99
ags,27631970,-887,-1096,11075,-37,102,-96
ags,27631980,-951,-1030,11151,-27,66,-102
ags,27631990,-944,-1125,11034,-46,84,-96
ags,27632000,-912,-1096,11114,-30,78,-111
ags,27632010,-919,-1081,11129,-27,78,-111
ags,27632020,-905,-1105,11097,-15,56,-90
ags,27632030,-931,-1074,11066,-9,90,-108
ags,27632040,-902,-1074,11071,-18,56,-105
ags,27632050,-897,-1110,11044,-15,78,-102
ags,27632060,-919,-1086,11173,-43,81,-105
ags,27632070,-931,-1103,11107,-21,60,-108
ags,27632080,-922,-1076,11085,-21,78,-105
ags,27632090,-895,-1083,11119,-15,87,-123
ags,27632100,-917,-1122,11097,-24,66,-93
ags,27632110,-900,-1096,11129,-9,90,-99
ags,27632120,-885,-1076,11092,-27,53,-111
ags,27632130,-909,-1076,11097,-24,72,-102
ags,27632140,-944,-1086,11124,-30,93,-117
ags,27632150,-936,-1088,11097,-24,63,-108
ags,27632160,-924,-1093,11141,-15,75,-102
ags,27632170,-912,-1083,11075,6,75,-111
ags,27632180,-914,-1122,11102,-18,81,-111
ags,27632190,-890,-1066,11107,-33,84,-102
ags,27632200,-912,-1108,11163,-33,66,-129
ags,27632210,-912,-1137,11080,-21,72,-96
ags,27632220,-895,-1091,11144,-37,90,-96
ags,27632230,-919,-1088,11102,-15,81,-105
ags,27632240,-902,-1103,11139,-12,56,-123
ags,27632250,-917,-1088,11019,-12,53,-96
ags,27632260,-919,-1103,11110,-21,63,-114
ags,27632270,-890,-1103,11119,-9,81,-111
ags,27632280,-951,-1091,11102,-33,93,-111
ags,27632290,-897,-1071,11112,-3,60,-83
ags,27632300,-926,-1125,11031,-21,75,-102
ags,27632310,-892,-1105,11100,-27,87,-86
ags,27632320,-883,-1083,11139,-27,72,-105
ags,27632330,-939,-1071,11095,-15,63,-90
ags,27632340,-941,-1076,11036,-24,78,-105
ags,27632350,-922,-1091,11102,-30,72,-111
ags,27632360,-887,-1108,11097,-21,69,-105
ags,27632370,-922,-1093,11122,3,63,-90
ags,27632380,-958,-1100,11044,-33,66,-114
ags,27632390,-919,-1115,11095,-43,84,-108
ags,27632400,-953,-1127,11102,-21,90,-117
ags,27632410,-883,-1108,11090,-24,60,-99
ags,27632420,-902,-1091,11112,-33,66,-93
ags,27632430,-885,-1093,11090,-18,78,-90
ags,27632440,-951,-1064,11136,-12,84,-111
ags,27632450,-924,-1096,11056,-18,60,-96
ags,27632460,-902,-1064,11127,-24,66,-83
ags,27632470,-953,-1074,11117,-24,102,-123
ags,27632480,-931,-1120,11107,-37,66,-105
ags,27632490,-897,-1086,11041,-27,63,-123
ags,27632500,-902,-1083,11085,-18,63,-105
ags,27632510,-912,-1100,11100,-12,84,-114
ags,27632520,-926,-1069,11146,-15,75,-114
ags,27632530,-900,-1091,11095,-30,56,-99
ags,27632540,-917,-1076,11053,-18,53,-108
ags,27632550,-941,-1098,11083,-21,75,-111
ags,27632560,-929,-1047,11095,-43,72,-102
ags,27632570,-917,-1110,11092,-9,47,-99
ags,27632580,-873,-1108,11046,-30,60,-102
ags,27632590,-936,-1103,11092,-24,75,-114
ags,27632600,-912,-1110,11066,-30,69,-108
ags,27632610,-939,-1122,11112,-24,66,-108
ags,27632620,-939,-1096,11080,-24,75,-108
ags,27632630,-890,-1086,11036,-3,69,-102
ags,27632640,-931,-1074,11046,-43,72,-96
ags,27632650,-905,-1096,11139,-40,84,-126
ags,27632660,-953,-1074,11151,-15,60,-105
ags,27632670,-875,-1100,11100,-18,69,-90
ags,27632680,-883,-1140,11095,-18,84,-108
ags,27632690,-929,-1079,11134,-40,81,-105
ags,27632700,-909,-1057,11046,-27,60,-123
ags,27632710,-936,-1086,11046,-18,69,-120
ags,27632720,-931,-1105,11107,-12,72,-120
ags,27632730,-946,-1047,11136,-24,72,-99
ags,27632740,-929,-1071,11132,-24,66,-132
ags,27632750,-909,-1100,11083,-18,53,-96
ags,27632760,-880,-1096,11083,-24,78,-108
ags,27632770,-936,-1108,11102,-15,56,-114
ags,27632780,-892,-1096,11117,3,75,-123
ags,27632790,-924,-1118,11051,-18,78,-90
ags,27632800,-931,-1064,11053,-40,75,-93
ags,27632810,-917,-1125,11144,-12,63,-117
ags,27632820,-863,-1091,11127,-24,87,-99
ags,27632830,-924,-1105,11105,-12,69,-93
ags,27632840,-946,-1118,11090,-15,75,-123
ags,27632850,-924,-1079,11051,-27,69,-99
ags,27632860,-975,-1115,11090,-18,56,-120
ags,27632870,-900,-1103,11129,-12,78,-105
ags,27632880,-905,-1037,11085,-9,69,-108
ags,27632890,-900,-1083,11149,-21,72,-120
ags,27632900,-912,-1147,11107,-15,63,-108
ags,27632910,-917,-1064,11124,-21,69,-126
ags,27632920,-885,-1103,11041,-27,75,-105
ags,27632930,-936,-1105,11080,-46,60,-108
ags,27632940,-917,-1098,11112,-46,81,-117
ags,27632950,-902,-1108,11100,-18,78,-108
ags,27632960,-883,-1049,11090,-30,47,-102
ags,27632970,-902,-1059,11110,-27,47,-105
ags,27632980,-902,-1096,11085,-6,72,-114
ags,27632990,-929,-1122,11100,-21,72,-114
ags,27633000,-914,-1122,11088,-24,66,-114
ags,27633010,-878,-1049,11119,-21,87,-99
ags,27633020,-919,-1110,11129,-30,75,-99
ags,27633030,-897,-1103,11122,-37,66,-111
ags,27633040,-897,-1091,11107,-33,63,-93
ags,27633050,-917,-1110,11085,-24,69,-105
ags,27633060,-931,-1088,11039,-24,78,-102
ags,27633070,-907,-1135,11100,-30,69,-86
ags,27633080,-900,-1110,11105,-24,78,-108
ags,27633090,-963,-1081,11100,-12,72,-114
ags,27633100,-926,-1125,11085,-18,69,-117
ags,27633110,-858,-1118,11141,-27,53,-114
ags,27633120,-924,-1093,11124,-18,99,-120
ags,27633130,-914,-1044,11102,-18,69,-114
ags,27633140,-922,-1105,11132,-21,66,-102
ags,27633150,-897,-1122,11041,-37,81,-117
ags,27633160,-931,-1079,11156,-33,53,-111
ags,27633170,-944,-1122,11112,-33,44,-108
ags,27633180,-890,-1108,11151,-6,66,-93
ags,27633190,-931,-1044,11107,-24,78,-111
ags,27633200,-895,-1047,11073,-18,69,-108
ags,27633210,-912,-1088,11168,-43,47,-120
ags,27633220,-944,-1096,11102,-43,93,-114
ags,27633230,-922,-1066,11063,-27,63,-105
ags,27633240,-868,-1108,11097,-18,56,-102
ags,27633250,-934,-1142,11090,-40,75,-105
ags,27633260,-909,-1091,11139,-21,66,-105
ags,27633270,-939,-1047,11085,-40,47,-93
ags,27633280,-900,-1091,11114,-27,63,-138
ags,27633290,-897,-1115,11110,-18,84,-90
ags,27633300,-936,-1093,11134,-21,87,-105
ags,27633310,-934,-1071,11071,-24,44,-93
ags,27633320,-880,-1108,11097,-18,60,-108
ags,27633330,-905,-1086,11046,3,66,-114
ags,27633340,-970,-1081,11049,-18,96,-96
ags,27633350,-912,-1079,11158,-15,60,-111
ags,27633360,-870,-1066,11139,-21,63,-90
ags,27633370,-934,-1115,11105,-43,81,-108
ags,27633380,-905,-1113,11075,9,78,-99
ags,27633390,-922,-1091,11134,-43,75,-108
ags,27633400,-931,-1076,11061,-15,69,-114
ags,27633410,-900,-1091,11097,-37,78,-117
ags,27633420,-941,-1093,11068,-30,63,-111
ags,27633430,-861,-1096,11149,-9,63,-111
ags,27633440,-926,-1076,11092,-27,63,-105
ags,27633450,-870,-1103,11078,-24,66,-99
ags,27633460,-926,-1054,11083,-37,75,-102
ags,27633470,-890,-1091,11105,-21,72,-102
ags,27633480,-917,-1088,11080,-12,72,-120
ags,27633490,-914,-1071,11110,-27,66,-117
ags,27633500,-924,-1093,11029,-21,78,-114
ags,27633510,-931,-1115,11063,-52,69,-108
ags,27633520,-934,-1081,11068,-27,72,-111
ags,27633530,-929,-1091,11090,-12,69,-99
ags,27633540,-944,-1088,11036,-12,93,-117
ags,27633550,-951,-1130,11127,-18,60,-96
ags,27633560,-905,-1120,11175,-18,72,-105
ags,27633570,-902,-1076,11095,-21,87,-102
ags,27633580,-936,-1103,11175,-33,87,-90
ags,27633590,-924,-1118,11119,-27,53,-105
ags,27633600,-922,-1086,11136,-21,66,-96
ags,27633610,-917,-1105,11075,-30,78,-96
ags,27633620,-970,-1083,11100,-18,75,-96
ags,27633630,-887,-1088,11122,-33,69,-111
ags,27633640,-912,-1074,11136,-37,87,-99
ags,27633650,-922,-1110,11102,-33,87,-117
ags,27633660,-907,-1093,11066,-21,69,-99
ags,27633670,-878,-1122,11127,-52,69,-108
ags,27633680,-929,-1103,11088,-21,93,-102
ags,27633690,-892,-1096,11058,-43,41,-111
ags,27633700,-914,-1081,11056,-33,47,-108
ags,27633710,-905,-1081,11112,-24,75,-105
ags,27633720,-924,-1057,11105,-30,87,-102
ags,27633730,-907,-1054,11151,-40,50,-114
ags,27633740,-917,-1115,11058,-33,50,-111
ags,27633750,-907,-1076,11066,-24,96,-123
ags,27633760,-948,-1074,11090,3,72,-108
ags,27633770,-900,-1118,11068,-27,63,-120
ags,27633780,-912,-1122,11117,-43,81,-117
ags,27633790,-914,-1088,11107,-30,53,-99
ags,27633800,-873,-1113,11071,12,63,-105
ags,27633810,-895,-1074,11034,3,87,-93
ags,27633820,-929,-1059,11156,-12,38,-120
ags,27633830,-939,-1096,11134,-37,81,-120
ags,27633840,-914,-1096,11183,-37,69,-108
ags,27633850,-924,-1088,11100,-12,56,-123
ags,27633860,-941,-1064,11080,-12,90,-105
ags,27633870,-919,-1061,11124,-12,81,-111
ags,27633880,-907,-1098,11183,-30,63,-93
ags,27633890,-887,-1079,11085,-49,50,-83
ags,27633900,-905,-1103,11097,-15,78,-114
ags,27633910,-863,-1064,11073,-12,63,-114
ags,27633920,-931,-1052,11046,-12,75,-120
ags,27633930,-890,-1125,11095,-37,78,-114
ags,27633940,-941,-1066,11031,-33,75,-108
ags,27633950,-919,-1118,11088,-24,84,-102
ags,27633960,-912,-1061,11063,0,69,-99
ags,27633970,-900,-1093,11127,-33,75,-120
ags,27633980,-870,-1093,11078,-27,63,-111
ags,27633990,-919,-1105,11136,-33,75,-105
ags,27634000,-863,-1081,11078,-21,78,-96
ags,27634010,-875,-1105,11080,-15,75,-93
ags,27634020,-929,-1032,11134,-30,69,-117
ags,27634030,-946,-1100,11114,-24,47,-123
ags,27634040,-875,-1103,11154,-30,66,-96
ags,27634050,-961,-1081,11156,-18,81,-102
ags,27634060,-941,-1081,11097,-40,81,-108
ags,27634070,-909,-1091,11088,-27,69,-117
ags,27634080,-944,-1083,11088,-40,66,-108
ags,27634090,-890,-1071,11156,-21,93,-105
ags,27634100,-912,-1125,11124,-21,60,-90
ags,27634110,-905,-1081,11073,-18,93,-96
ags,27634120,-914,-1096,11105,-40,66,-74
ags,27634130,-924,-1110,11114,-37,56,-117
ags,27634140,-934,-1120,11122,-21,56,-108
ags,27634150,-931,-1052,11066,-3,81,-90
ags,27634160,-926,-1059,11090,-9,72,-114
ags,27634170,-961,-1127,11163,-40,90,-126
ags,27634180,-924,-1083,11136,-33,69,-108
ags,27634190,-926,-1054,11068,3,53,-105
ags,27634200,-878,-1064,11083,-12,60,-96
ags,27634210,-917,-1061,11112,-33,93,-99
ags,27634220,-934,-1066,11134,-12,69,-108
ags,27634230,-892,-1042,11107,-18,53,-114
ags,27634240,-863,-1083,11061,-30,47,-102
ags,27634250,-914,-1083,11114,-33,90,-108
ags,27634260,-956,-1071,11134,-18,66,-111
ags,27634270,-922,-1110,11127,-15,47,-99
ags,27634280,-914,-1100,11063,-6,63,-108
ags,27634290,-936,-1091,11056,-6,81,-90
ags,27634300,-922,-1091,11075,-24,81,-111
ags,27634310,-939,-1098,11183,-21,75,-102
ags,27634320,-914,-1096,11168,-24,53,-99
ags,27634330,-929,-1061,11056,-12,87,-111
ags,27634340,-926,-1103,11102,-43,78,-126
ags,27634350,-902,-1064,11112,-37,63,-108
ags,27634360,-902,-1115,11066,-43,63,-117
ags,27634370,-922,-1079,11088,-27,81,-120
ags,27634380,-919,-1115,11085,-21,75,-108
ags,27634390,-902,-1069,11041,-9,78,-93
ags,27634400,-919,-1103,11088,-37,84,-99
ags,27634410,-941,-1086,11046,-24,75,-102
ags,27634420,-900,-1086,11105,-24,63,-105
ags,27634430,-890,-1127,11083,-37,66,-99
ags,27634440,-939,-1132,11075,-40,75,-102
ags,27634450,-946,-1074,11080,0,63,-108
ags,27634460,-912,-1108,11075,-27,60,-105
ags,27634470,-917,-1098,11083,-9,84,-108
ags,27634480,-924,-1074,11175,-46,93,-99
ags,27634490,-941,-1110,11046,-18,63,-105
ags,27634500,-907,-1110,11075,-33,41,-111
ags,27634510,-890,-1047,11078,-33,75,-117
ags,27634520,-946,-1044,11124,-21,66,-120
ags,27634530,-880,-1130,11141,-21,81,-99
ags,27634540,-912,-1086,11097,-24,72,-96
ags,27634550,-922,-1083,11068,-12,87,-99
ags,27634560,-941,-1076,11073,-27,93,-117
ags,27634570,-875,-1105,11090,-18,53,-105
ags,27634580,-892,-1091,11117,-15,72,-99
ags,27634590,-963,-1030,11129,-24,84,-90
ags,27634600,-892,-1076,11066,-21,72,-99
ags,27634610,-917,-1108,11046,-37,60,-108
ags,27634620,-941,-1108,11122,-15,90,-114
ags,27634630,-963,-1103,11095,-21,66,-126
ags,27634640,-939,-1052,11056,-9,66,-102
ags,27634650,-905,-1076,11114,-3,75,-102
ags,27634660,-926,-1074,11110,-30,81,-102
ags,27634670,-934,-1100,11114,-33,44,-132
ags,27634680,-868,-1076,11105,-15,56,-114
ags,27634690,-934,-1127,11080,-21,63,-105
ags,27634700,-926,-1083,11139,-24,102,-120
ags,27634710,-922,-1091,11078,-30,87,-111
ags,27634720,-924,-1130,11061,-24,66,-102
ags,27634730,-895,-1108,11107,-33,96,-114
ags,27634740,-912,-1049,11110,-21,108,-105
ags,27634750,-909,-1079,11034,-12,75,-105
ags,27634760,-885,-1115,11127,-49,78,-123
ags,27634770,-934,-1039,11073,-37,78,-120
ags,27634780,-917,-1096,11080,-9,69,-111
ags,27634790,-917,-1103,11083,0,84,-105
ags,27634800,-912,-1083,11053,-24,75,-102
ags,27634810,-917,-1069,11039,-40,53,-105
ags,27634820,-922,-1132,11149,-9,87,-114
ags,27634830,-919,-1100,11058,6,53,-108
ags,27634840,-934,-1098,11027,3,66,-99
ags,27634850,-914,-1047,11144,-9,63,-105
ags,27634860,-926,-1093,11083,-21,60,-114
ags,27634870,-907,-1093,11139,-27,72,-111
ags,27634880,-914,-1118,11117,-18,87,-114
ags,27634890,-909,-1110,11139,-9,72,-111
ags,27634900,-951,-1091,11161,-24,60,-123
ags,27634910,-919,-1093,11114,-37,81,-105
ags,27634920,-951,-1081,11117,-18,50,-111
ags,27634930,-924,-1069,11114,-21,75,-114
ags,27634940,-931,-1096,11085,-15,69,-114
ags,27634950,-934,-1074,11034,-15,69,-96
ags,27634960,-917,-1118,11163,-30,72,-117
ags,27634970,-924,-1113,11110,-9,63,-108
ags,27634980,-914,-1093,11166,-18,69,-99
ags,27634990,-895,-1079,11122,-33,81,-105
ags,27635000,-939,-1071,11112,-12,69,-102
ags,27635010,-939,-1110,11134,-27,78,-108
ags,27635020,-902,-1103,11134,-30,60,-105
ags,27635030,-948,-1115,11066,-27,60,-102
ags,27635040,-939,-1079,11100,-15,75,-96
ags,27635050,-914,-1108,11139,-15,56,-111
ags,27635060,-926,-1069,11051,-30,81,-117
ags,27635070,-922,-1074,11031,-30,60,-120
ags,27635080,-875,-1125,11075,-37,66,-132
ags,27635090,-892,-1115,11080,-6,69,-83
ags,27635100,-900,-1096,11088,-27,69,-111
ags,27635110,-885,-1066,11095,-33,66,-114
ags,27635120,-883,-1076,11132,-24,63,-111
ags,27635130,-919,-1088,11063,-30,63,-99
ags,27635140,-941,-1079,11049,-6,72,-96
ags,27635150,-953,-1105,11078,-9,81,-111
ags,27635160,-907,-1147,11146,-24,75,-105
ags,27635170,-914,-1096,11127,-12,69,-99
ags,27635180,-946,-1083,11107,-27,63,-96
ags,27635190,-907,-1137,11127,-24,56,-93
ags,27635200,-956,-1079,11117,-24,53,-105
ags,27635210,-905,-1105,11066,-6,69,-111
ags,27635220,-926,-1083,11146,0,84,-111
ags,27635230,-939,-1081,11061,-37,53,-90
ags,27635240,-919,-1115,11114,-33,69,-86
ags,27635250,-912,-1079,11124,-18,47,-90
ags,27635260,-907,-1093,11068,-27,72,-99
ags,27635270,-905,-1083,11044,-24,56,-111
ags,27635280,-890,-1120,11127,-27,60,-102
ags,27635290,-890,-1110,11073,-12,84,-117
ags,27635300,-931,-1093,11039,-24,66,-99
ags,27635310,-873,-1098,11134,-40,72,-114
ags,27635320,-897,-1113,11097,-24,78,-108
ags,27635330,-895,-1125,11129,-21,66,-117
ags,27635340,-907,-1091,11083,-33,50,-96
ags,27635350,-951,-1086,11149,-37,75,-138
ags,27635360,-880,-1115,11124,-33,81,-138
ags,27635370,-946,-1108,11073,0,63,-117
ags,27635380,-922,-1061,11107,-40,72,-99
ags,27635390,-883,-1091,11090,-33,69,-120
ags,27635400,-885,-1098,11085,-6,69,-117
ags,27635410,-941,-1105,11083,-37,53,-102
ags,27635420,-912,-1100,11112,-15,56,-86
ags,27635430,-902,-1096,11105,-33,96,-105
ags,27635440,-914,-1108,11139,-12,78,-126
ags,27635450,-905,-1115,11151,-18,56,-108
ags,27635460,-946,-1100,11124,-18,72,-102
ags,27635470,-892,-1105,11092,-18,84,-102
ags,27635480,-926,-1105,11024,-9,75,-108
ags,27635490,-897,-1122,11083,-18,75,-93
ags,27635500,-912,-1127,11097,-9,60,-105
ags,27635510,-929,-1105,11068,-30,81,-117
ags,27635520,-917,-1079,11112,-24,99,-114
ags,27635530,-919,-1098,11071,-6,87,-99
ags,27635540,-963,-1137,11053,-18,78,-108
ags,27635550,-958,-1074,11149,-18,32,-99
ags,27635560,-907,-1076,11066,-30,66,-108
ags,27635570,-926,-1125,11031,-27,78,-102
ags,27635580,-902,-1115,11085,-30,81,-96
ags,27635590,-917,-1088,11095,-40,53,-114
ags,27635600,-912,-1088,11107,-33,60,-123
ags,27635610,-924,-1135,11090,-21,81,-108
ags,27635620,-909,-1054,11061,-6,60,-123
ags,27635630,-919,-1103,11049,-37,69,-114
ags,27635640,-939,-1118,11127,-58,72,-111
ags,27635650,-970,-1108,11134,-24,60,-105
ags,27635660,-907,-1100,11044,-6,60,-93
ags,27635670,-890,-1091,11066,3,93,-96
ags,27635680,-917,-1025,11053,-46,78,-105
ags,27635690,-931,-1108,11141,-33,66,-111
ags,27635700,-914,-1110,11066,-33,69,-111
ags,27635710,-907,-1096,11068,6,84,-86
ags,27635720,-897,-1088,11085,-12,69,-111
ags,27635730,-890,-1091,11149,-9,87,-105
ags,27635740,-914,-1115,11083,-24,72,-105
ags,27635750,-939,-1120,11041,-15,72,-96
ags,27635760,-875,-1096,11107,-15,50,-123
ags,27635770,-939,-1100,11085,-21,84,-123
ags,27635780,-919,-1127,11136,-64,81,-111
ags,27635790,-924,-1061,11075,-43,66,-114
ags,27635800,-890,-1074,11075,-24,56,-123
