Type,Timestamp,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Type,Timestamp,Mag_X,Mag_Y,Mag_Z
ags,70611300,96,-105,10199,-23,80,16,geo,70611251,199,403,-611
ags,70611310,86,-115,10106,-26,77,10,geo,70611261,196,400,-608
ags,70611320,62,-112,10128,-9,75,13,geo,70611271,194,403,-609
ags,70611330,57,-76,10123,-9,76,20,geo,70611281,196,405,-613
ags,70611340,111,-98,10121,7,66,13,geo,70611291,196,400,-608
ags,70611350,79,-139,10147,-6,61,23,geo,70611301,197,406,-609
ags,70611360,89,-80,10094,10,70,9,geo,70611311,188,419,-639
ags,70611370,106,-78,10111,-9,57,23,geo,70611321,201,401,-609
ags,70611380,94,-102,10174,-6,79,19,geo,70611331,196,405,-609
ags,70611390,82,-78,10169,19,70,17,geo,70611341,197,400,-606
ags,70611400,62,-105,10196,0,66,24,geo,70611351,194,401,-606
ags,70611410,86,-71,10147,-9,74,15,geo,70611361,194,403,-608
ags,70611420,99,-115,10142,-9,85,26,geo,70611371,201,401,-609
ags,70611430,60,-98,10135,-36,57,15,geo,70611381,197,403,-611
ags,70611440,65,-71,10121,-17,88,25,geo,70611391,196,403,-609
ags,70611450,86,-102,10142,-7,77,25,geo,70611401,196,403,-609
ags,70611460,45,-66,10142,2,56,39,geo,70611411,197,405,-611
ags,70611470,77,-102,10189,-16,70,28,geo,70611421,199,403,-609
ags,70611480,96,-119,10128,-19,67,31,geo,70611431,196,405,-609
ags,70611490,101,-117,10157,-9,55,26,geo,70611441,188,417,-640
ags,70611500,72,-61,10157,-29,67,10,geo,70611451,196,405,-609
ags,70611510,89,-88,10177,-22,79,8,geo,70611461,194,401,-609
ags,70611520,82,-112,10162,-14,83,29,geo,70611471,197,405,-609
ags,,,,,,,,geo,70611481,201,403,-608
ags,,,,,,,,geo,70611491,197,403,-606
ags,,,,,,,,geo,70611501,194,400,-609
ags,,,,,,,,geo,70611511,197,403,-608
ags,,,,,,,,geo,70611521,197,401,-608
