Type,Timestamp,X,Y,Z,Gyro_X,Gyro_Y,Gyro_Z
ags,85200013,-2081,1430,9617,9,-13,67
ags,85200023,-2072,1440,9744,15,-7,-42
ags,85200033,-2101,1469,9725,21,22,42
ags,85200043,-2072,1411,9608,15,4,-12
ags,85200053,-2081,1401,9725,-3,-13,18
ags,85200063,-2091,1460,9725,21,-1,42
ags,85200073,-2160,1538,9676,-45,4,-24
ags,85200083,-2072,1567,9666,15,83,-6
ags,85200093,-2179,1440,9647,9,-38,-36
ags,85200103,-2121,1547,9725,27,16,-48
ags,85200113,-2169,1508,9686,-15,35,60
ags,85200123,-2072,1557,9666,45,22,-6
ags,85200133,-2179,1528,9715,33,-13,85
ags,85200143,-2160,1411,9656,27,-1,-36
ags,85200153,-2023,1479,9803,15,59,-24
ags,85200163,-2150,1479,9725,33,10,-18
ags,85200173,-2111,1450,9725,82,-38,18
ags,85200183,-2169,1430,9676,-33,-19,42
ags,85200193,-2121,1440,9666,51,-25,-6
ags,85200203,-2072,1508,9783,64,-25,-30
ags,85200213,-2033,1401,9647,-21,-1,24
ags,85200223,-2081,1440,9695,-21,71,-6
ags,85200233,-2091,1313,9754,33,41,48
ags,85200243,-2072,1460,9676,21,-1,18
ags,85200253,-2091,1518,9754,-3,-1,30
ags,85200263,-2140,1421,9783,-21,22,-42
ags,85200273,-2111,1450,9735,-57,-7,-30
ags,85200283,-2111,1479,9695,-21,35,42
ags,85200293,-2121,1538,9725,15,4,-36
ags,85200303,-2130,1538,9744,39,-1,-6
ags,85200313,-2052,1460,9774,-15,-19,-36
ags,85200323,-2033,1567,9715,3,-7,5
ags,85200333,-2042,1401,9735,82,-19,-30
ags,85200343,-2101,1547,9793,3,10,-48
ags,85200353,-2091,1372,9744,-39,47,-30
ags,85200363,-2101,1440,9686,-3,-44,12
ags,85200373,-2062,1489,9842,15,-50,24
ags,85200383,-2091,1508,9647,15,16,-36
ags,85200393,-2072,1528,9705,45,65,-30
ags,85200403,-2062,1401,9725,21,4,-36
ags,85200413,-2121,1469,9813,3,-32,-30
ags,85200423,-2150,1430,9764,45,-1,36
ags,85200433,-2111,1557,9686,-21,-1,5
ags,85200443,-2111,1440,9832,33,59,-18
ags,85200453,-1974,1499,9705,39,28,-55
ags,85200463,-2130,1499,9715,33,4,-6
ags,85200473,-2042,1450,9637,15,16,24
ags,85200483,-2081,1538,9754,27,-19,-6
ags,85200493,-2169,1401,9705,-15,53,5
ags,85200503,-2081,1499,9744,9,59,0
ags,85200513,-2091,1460,9793,-3,-13,85
ags,85200523,-2052,1499,9783,3,10,5
ags,85200533,-2140,1547,9725,76,10,0
ags,85200543,-2101,1440,9608,45,16,-6
ags,85200553,-2081,1450,9725,9,41,-6
ags,85200563,-2062,1411,9735,33,22,24
ags,85200573,-2052,1450,9666,64,-13,36
ags,85200583,-2033,1440,9617,58,22,18
ags,85200593,-2091,1469,9715,39,41,-97
ags,85200603,-2169,1538,9725,3,35,5
ags,85200613,-2121,1518,9774,27,41,24
ags,85200623,-2062,1469,9783,-9,16,-24
ags,85200633,-2160,1469,9754,-3,35,-6
ags,85200643,-2072,1440,9705,-15,53,-24
ags,85200653,-2121,1479,9764,70,28,-6
ags,85200663,-2121,1499,9813,21,28,-36
ags,85200673,-2179,1421,9754,-3,83,-36
ags,85200683,-2150,1489,9686,-33,65,-30
ags,85200693,-2033,1460,9715,64,-7,0
ags,85200703,-2072,1460,9656,33,-13,-42
ags,85200713,-2140,1469,9705,-33,-13,-61
ags,85200723,-2150,1479,9686,45,47,-18
ags,85200733,-2072,1479,9637,3,10,18
ags,85200743,-2169,1508,9637,-15,71,73
ags,85200753,-2072,1401,9715,33,4,-12
ags,85200763,-2091,1381,9695,51,35,12
ags,85200773,-2179,1401,9774,-15,28,-55
ags,85200783,-2072,1421,9608,-3,-7,-12
ags,85200793,-2101,1440,9813,64,-32,12
ags,85200803,-2091,1547,9666,88,59,12
ags,85200813,-2033,1440,9637,-15,47,5
ags,85200823,-2101,1401,9705,76,16,0
ags,85200833,-2072,1411,9744,3,16,18
ags,85200843,-2111,1518,9647,9,65,24
ags,85200853,-2042,1411,9754,-9,-38,-12
ags,85200863,-2052,1547,9744,51,35,42
ags,85200873,-2091,1381,9666,-15,-19,18
ags,85200883,-2062,1499,9744,15,-80,48
ags,85200893,-2003,1469,9735,64,4,-42
ags,85200903,-2062,1460,9705,-21,-13,-36
ags,85200913,-2081,1479,9656,-33,41,-6
ags,85200923,-2101,1460,9774,45,4,12
ags,85200933,-2072,1508,9608,-21,28,18
ags,85200943,-2150,1440,9725,51,96,-30
ags,85200953,-2042,1489,9666,64,53,36
ags,85200963,-2101,1528,9676,-3,-13,5
ags,85200973,-2140,1411,9735,-9,4,24
ags,85200983,-2140,1411,9695,21,28,12
ags,85200993,-2130,1401,9735,21,10,24
ags,85201003,-2130,1508,9676,27,53,30
ags,85201013,-2042,1460,9754,51,28,42
ags,85201023,-2072,1440,9725,15,59,-48
ags,85201033,-2042,1401,9578,58,-32,-18
ags,85201043,-2072,1430,9725,27,35,-6
ags,85201053,-2130,1499,9647,-27,35,-24
ags,85201063,-2101,1460,9666,3,28,5
ags,85201073,-2150,1508,9744,-3,-13,42
ags,85201083,-2111,1421,9774,3,-1,-12
ags,85201093,-2111,1489,9725,51,-1,-6
ags,85201103,-2121,1411,9803,9,-7,0
ags,85201113,-2101,1460,9627,-64,-56,-36
ags,85201123,-2042,1499,9656,3,22,54
ags,85201133,-2179,1411,9686,15,47,48
ags,85201143,-2072,1352,9793,21,71,30
ags,85201153,-2042,1518,9744,21,71,-12
ags,85201163,-2208,1508,9598,9,-7,-18
ags,85201173,-2140,1460,9852,15,10,54
ags,85201183,-2091,1557,9744,33,35,36
ags,85201193,-2208,1450,9637,3,35,-36
ags,85201203,-1964,1430,9695,-9,22,-18
ags,85201213,-2140,1499,9764,15,10,-30
ags,85201223,-2111,1450,9774,-27,22,36
ags,85201233,-2062,1421,9647,-15,35,-18
ags,85201243,-2150,1401,9735,45,47,91
ags,85201253,-2023,1528,9803,-3,-1,42
ags,85201263,-2081,1469,9656,-3,41,79
ags,85201273,-2130,1489,9617,39,-7,0
ags,85201283,-2042,1479,9725,45,16,18
ags,85201293,-2062,1450,9754,-27,16,-36
ags,85201303,-2218,1489,9647,15,-13,12
ags,85201313,-2111,1518,9686,-39,53,-48
ags,85201323,-2091,1450,9705,15,28,-6
ags,85201333,-2140,1450,9647,-33,16,5
ags,85201343,-2091,1430,9569,-3,28,12
ags,85201353,-2062,1479,9695,64,-1,-12
ags,85201363,-2101,1469,9656,9,16,-42
ags,85201373,-2121,1430,9735,-39,53,-55
ags,85201383,-2160,1333,9637,9,41,-6
ags,85201393,-2130,1518,9793,21,-50,-24
ags,85201403,-1994,1489,9735,82,10,5
ags,85201413,-2179,1499,9715,-45,47,0
ags,85201423,-2179,1460,9608,39,4,5
ags,85201433,-2062,1460,9852,39,28,67
ags,85201443,-2042,1538,9774,39,35,-12
ags,85201453,-2218,1460,9598,-57,28,0
ags,85201463,-2140,1440,9764,51,-50,-6
ags,85201473,-2042,1440,9715,3,-38,-24
ags,85201483,-2062,1450,9715,27,47,-6
ags,85201493,-2091,1489,9598,88,16,-18
ags,85201503,-2033,1538,9676,3,10,48
ags,85201513,-2130,1489,9695,9,22,-18
ags,85201523,-2160,1508,9666,-3,4,30
ags,85201533,-2111,1528,9656,88,-25,-55
ags,85201543,-2199,1518,9803,3,-13,-12
ags,85201553,-2081,1421,9695,-9,28,0
ags,85201563,-2130,1499,9715,21,-44,-55
ags,85201573,-2081,1489,9793,58,-68,-36
ags,85201583,-2150,1460,9832,33,10,79
ags,85201593,-2189,1469,9647,33,41,-42
ags,85201603,-2013,1499,9793,-39,-68,18
ags,85201613,-2130,1469,9822,39,-1,0
ags,85201623,-2111,1411,9598,-27,22,-24
ags,85201633,-2091,1460,9549,76,-44,42
ags,85201643,-2013,1499,9842,51,77,42
ags,85201653,-2052,1508,9744,15,35,30
ags,85201663,-2062,1430,9686,21,22,12
ags,85201673,-2101,1411,9647,9,-38,5
geo,85194233,220,97,-492
geo,85194243,246,91,-492
geo,85194253,238,102,-462
geo,85194263,237,103,-481
geo,85194273,228,97,-508
geo,85194283,235,105,-499
geo,85194293,226,100,-481
geo,85194303,226,100,-489
geo,85194313,247,103,-505
geo,85194323,232,96,-498
geo,85194333,220,102,-495
geo,85194343,217,105,-495
geo,85194353,229,103,-502
geo,85194363,229,100,-489
geo,85194373,217,102,-483
geo,85194383,229,111,-493
geo,85194393,216,93,-486
geo,85194403,241,87,-504
geo,85194413,225,87,-478
geo,85194423,241,94,-492
geo,85194433,238,102,-499
geo,85194443,232,106,-493
geo,85194453,235,105,-511
geo,85194463,216,111,-519
geo,85194473,202,97,-492
geo,85194483,243,93,-505
geo,85194493,237,111,-493
geo,85194503,231,97,-487
geo,85194513,232,106,-505
geo,85194523,235,118,-487
geo,85194533,225,108,-478
geo,85194543,235,108,-492
geo,85194553,228,97,-499
geo,85194563,238,108,-487
geo,85194573,220,97,-483
geo,85194583,225,108,-483
geo,85194593,237,88,-477
geo,85194603,229,93,-498
geo,85194613,222,85,-505
geo,85194623,241,105,-487
geo,85194633,213,105,-475
geo,85194643,228,87,-492
geo,85194653,232,106,-493
geo,85194663,238,108,-495
geo,85194673,232,103,-505
geo,85194683,240,100,-489
geo,85194693,222,93,-481
geo,85194703,229,114,-469
geo,85194713,238,87,-504
geo,85194723,235,76,-492
geo,85194733,237,114,-514
geo,85194743,241,105,-487
geo,85194753,237,111,-489
geo,85194763,222,100,-489
geo,85194773,207,97,-504
geo,85194783,216,103,-493
geo,85194793,222,78,-481
geo,85194803,225,105,-504
geo,85194813,225,94,-487
geo,85194823,229,106,-498
geo,85194833,247,111,-505
geo,85194843,220,108,-492
geo,85194853,220,94,-495
geo,85194863,225,102,-495
geo,85194873,226,106,-481
geo,85194883,235,84,-475
geo,85194893,241,102,-495
geo,85194903,253,82,-493
geo,85194913,235,91,-475
geo,85194923,228,97,-492
geo,85194933,240,103,-486
geo,85194943,229,114,-477
geo,85194953,226,106,-477
geo,85194963,225,105,-475
geo,85194973,219,106,-502
geo,85194983,226,96,-489
geo,85194993,243,103,-465
geo,85195003,231,118,-492
geo,85195013,235,105,-478
geo,85195023,220,102,-499
geo,85195033,237,106,-472
geo,85195043,222,88,-498
geo,85195053,232,106,-498
geo,85195063,232,103,-505
geo,85195073,225,105,-487
geo,85195083,237,93,-486
geo,85195093,222,124,-486
geo,85195103,232,106,-489
geo,85195113,219,96,-498
geo,85195123,237,96,-498
geo,85195133,243,106,-493
geo,85195143,222,111,-489
geo,85195153,231,91,-508
geo,85195163,247,100,-469
geo,85195173,216,117,-489
geo,85195183,222,114,-510
geo,85195193,249,91,-504
geo,85195203,219,127,-489
geo,85195213,226,93,-481
geo,85195223,213,112,-495
geo,85195233,226,96,-489
geo,85195243,238,102,-499
geo,85195253,246,102,-478
geo,85195263,241,105,-478
geo,85195273,247,88,-481
geo,85195283,241,102,-499
geo,85195293,237,111,-493
geo,85195303,228,105,-478
geo,85195313,235,102,-487
geo,85195323,220,105,-504
geo,85195333,231,84,-471
geo,85195343,231,112,-495
geo,85195353,231,112,-471
geo,85195363,219,100,-477
geo,85195373,241,97,-478
geo,85195383,237,103,-489
geo,85195393,237,114,-469
geo,85195403,231,112,-487
geo,85195413,240,96,-469
geo,85195423,237,93,-514
geo,85195433,222,96,-486
geo,85195443,243,106,-498
geo,85195453,228,105,-511
geo,85195463,243,103,-489
geo,85195473,220,105,-487
geo,85195483,225,102,-487
geo,85195493,231,97,-492
geo,85195503,238,87,-475
geo,85195513,217,97,-492
geo,85195523,247,106,-486
geo,85195533,238,108,-508
geo,85195543,232,93,-493
geo,85195553,219,103,-502
geo,85195563,231,115,-483
geo,85195573,222,106,-486
geo,85195583,237,106,-493
geo,85195593,237,96,-486
geo,85195603,217,102,-487
geo,85195613,235,115,-478
geo,85195623,226,88,-498
geo,85195633,243,100,-514
geo,85195643,241,91,-492
geo,85195653,217,87,-492
geo,85195663,235,105,-487
geo,85195673,237,100,-502
geo,85195683,238,112,-478
geo,85195693,219,121,-493
geo,85195703,217,97,-499
geo,85195713,229,88,-486
geo,85195723,237,93,-469
geo,85195733,228,102,-487
geo,85195743,243,93,-477
geo,85195753,229,96,-514
geo,85195763,252,108,-487
geo,85195773,226,100,-486
geo,85195783,225,91,-504
geo,85195793,226,96,-481
geo,85195803,231,130,-492
geo,85195813,226,103,-493
geo,85195823,222,96,-489
geo,85195833,222,100,-502
geo,85195843,216,106,-493
geo,85195853,231,102,-483
geo,85195863,237,114,-481
geo,85195873,228,87,-492
geo,85195883,213,102,-499
geo,85195893,237,88,-486
geo,85195903,247,93,-502
geo,85195913,246,115,-483
geo,85195923,222,100,-489
geo,85195933,225,97,-483
geo,85195943,240,106,-472
geo,85195953,231,94,-499
geo,85195963,238,102,-495
geo,85195973,219,100,-493
geo,85195983,232,100,-481
geo,85195993,219,96,-481
geo,85196003,228,118,-499
geo,85196013,219,88,-498
geo,85196023,235,105,-478
geo,85196033,247,100,-493
geo,85196043,216,100,-510
geo,85196053,222,85,-493
geo,85196063,235,105,-495
geo,85196073,243,111,-493
geo,85196083,238,108,-499
geo,85196093,237,96,-514
geo,85196103,246,102,-508
geo,85196113,226,100,-502
geo,85196123,228,94,-499
geo,85196133,238,81,-492
geo,85196143,238,102,-499
geo,85196153,231,118,-492
geo,85196163,220,91,-471
geo,85196173,232,96,-493
geo,85196183,238,91,-478
geo,85196193,228,94,-499
geo,85196203,246,94,-487
geo,85196213,231,102,-466
geo,85196223,247,82,-493
geo,85196233,219,100,-481
geo,85196243,228,105,-462
geo,85196253,232,75,-489
geo,85196263,241,97,-487
geo,85196273,229,82,-498
geo,85196283,225,118,-487
geo,85196293,211,106,-510
geo,85196303,211,85,-486
geo,85196313,240,93,-498
geo,85196323,240,106,-481
geo,85196333,247,103,-489
geo,85196343,240,93,-493
geo,85196353,231,84,-478
geo,85196363,246,112,-483
geo,85196373,226,96,-502
geo,85196383,237,88,-486
geo,85196393,229,100,-486
geo,85196403,235,102,-495
geo,85196413,226,93,-472
geo,85196423,217,105,-492
geo,85196433,231,97,-495
geo,85196443,217,105,-475
geo,85196453,222,93,-493
geo,85196463,240,96,-486
geo,85196473,222,106,-481
geo,85196483,228,94,-487
geo,85196493,229,96,-498
geo,85196503,225,97,-511
geo,85196513,219,103,-505
geo,85196523,238,102,-492
geo,85196533,219,111,-498
geo,85196543,222,93,-489
geo,85196553,219,103,-498
geo,85196563,222,100,-502
geo,85196573,229,96,-486
geo,85196583,225,94,-495
geo,85196593,237,96,-502
geo,85196603,226,96,-510
geo,85196613,226,103,-498
geo,85196623,222,85,-481
geo,85196633,235,94,-483
geo,85196643,226,100,-502
geo,85196653,228,94,-499
geo,85196663,220,91,-499
geo,85196673,229,96,-489
geo,85196683,240,121,-505
geo,85196693,217,112,-499
geo,85196703,222,106,-493
geo,85196713,225,112,-516
geo,85196723,226,93,-477
geo,85196733,217,97,-495
geo,85196743,232,117,-498
geo,85196753,241,112,-492
geo,85196763,238,84,-487
geo,85196773,231,102,-492
geo,85196783,232,96,-493
geo,85196793,226,85,-486
geo,85196803,213,112,-487
geo,85196813,226,121,-472
geo,85196823,225,105,-499
geo,85196833,231,105,-499
geo,85196843,235,115,-487
geo,85196853,238,118,-483
geo,85196863,237,106,-493
geo,85196873,240,114,-493
geo,85196883,232,111,-489
geo,85196893,226,85,-493
geo,85196903,235,94,-483
geo,85196913,235,97,-471
geo,85196923,228,66,-495
geo,85196933,222,100,-498
geo,85196943,222,103,-489
geo,85196953,240,82,-502
geo,85196963,235,112,-487
geo,85196973,220,97,-504
geo,85196983,226,93,-486
geo,85196993,210,105,-511
geo,85197003,219,93,-502
geo,85197013,237,103,-481
geo,85197023,225,97,-504
geo,85197033,231,84,-499
geo,85197043,231,108,-495
geo,85197053,228,94,-508
geo,85197063,226,106,-505
geo,85197073,208,93,-493
geo,85197083,226,100,-498
geo,85197093,238,112,-495
geo,85197103,231,81,-492
geo,85197113,226,106,-498
geo,85197123,213,123,-478
geo,85197133,213,102,-508
geo,85197143,229,117,-489
geo,85197153,228,94,-483
geo,85197163,232,103,-489
geo,85197173,229,106,-481
geo,85197183,229,103,-486
geo,85197193,231,115,-499
geo,85197203,232,93,-481
geo,85197213,229,100,-489
geo,85197223,228,118,-487
geo,85197233,237,100,-489
geo,85197243,237,106,-498
geo,85197253,226,106,-498
geo,85197263,231,97,-475
geo,85197273,222,85,-477
geo,85197283,232,96,-477
geo,85197293,217,105,-495
geo,85197303,207,105,-492
geo,85197313,220,108,-516
geo,85197323,235,94,-487
geo,85197333,228,97,-492
geo,85197343,229,93,-477
geo,85197353,241,108,-487
geo,85197363,231,102,-499
geo,85197373,222,106,-498
geo,85197383,229,82,-502
geo,85197393,225,94,-492
geo,85197403,238,123,-478
geo,85197413,225,105,-508
geo,85197423,216,106,-481
geo,85197433,240,124,-489
geo,85197443,240,96,-498
geo,85197453,237,96,-486
geo,85197463,229,100,-502
geo,85197473,225,87,-492
geo,85197483,238,102,-516
geo,85197493,219,96,-510
geo,85197503,228,97,-487
geo,85197513,250,88,-493
geo,85197523,208,100,-493
geo,85197533,231,97,-478
geo,85197543,232,106,-505
geo,85197553,231,102,-495
geo,85197563,217,91,-499
geo,85197573,222,106,-498
geo,85197583,243,103,-498
geo,85197593,207,105,-483
geo,85197603,252,115,-487
geo,85197613,243,93,-493
geo,85197623,237,96,-493
geo,85197633,225,81,-492
geo,85197643,232,100,-481
geo,85197653,225,87,-499
geo,85197663,231,102,-492
geo,85197673,231,105,-508
geo,85197683,240,111,-493
geo,85197693,232,106,-505
geo,85197703,228,112,-492
geo,85197713,240,117,-493
geo,85197723,222,100,-498
geo,85197733,241,94,-499
geo,85197743,229,93,-465
geo,85197753,228,87,-478
geo,85197763,241,112,-487
geo,85197773,237,106,-489
geo,85197783,237,82,-477
geo,85197793,225,97,-492
geo,85197803,220,102,-478
geo,85197813,219,106,-472
geo,85197823,213,94,-487
geo,85197833,231,97,-487
geo,85197843,217,97,-495
geo,85197853,232,103,-486
geo,85197863,237,100,-498
geo,85197873,232,103,-486
geo,85197883,249,91,-475
geo,85197893,250,93,-486
geo,85197903,231,108,-495
geo,85197913,229,117,-477
geo,85197923,216,100,-505
geo,85197933,229,106,-469
geo,85197943,226,96,-481
geo,85197953,219,100,-502
geo,85197963,225,94,-487
geo,85197973,232,103,-481
geo,85197983,237,88,-505
geo,85197993,225,97,-504
geo,85198003,220,87,-499
geo,85198013,249,94,-478
geo,85198023,247,106,-477
geo,85198033,232,103,-493
geo,85198043,210,105,-492
geo,85198053,228,87,-487
geo,85198063,229,100,-477
geo,85198073,225,91,-478
geo,85198083,211,106,-486
geo,85198093,222,82,-469
geo,85198103,240,106,-493
geo,85198113,228,97,-504
geo,85198123,210,112,-508
geo,85198133,228,97,-504
geo,85198143,225,108,-475
geo,85198153,247,103,-486
geo,85198163,241,97,-487
geo,85198173,225,91,-475
geo,85198183,235,108,-475
geo,85198193,226,93,-493
geo,85198203,235,105,-487
geo,85198213,237,96,-498
geo,85198223,238,94,-499
geo,85198233,241,97,-478
geo,85198243,238,105,-487
geo,85198253,211,114,-505
geo,85198263,228,94,-471
geo,85198273,232,88,-481
geo,85198283,238,115,-499
geo,85198293,229,85,-472
geo,85198303,238,108,-478
geo,85198313,235,87,-504
geo,85198323,235,105,-516
geo,85198333,225,91,-483
geo,85198343,235,108,-487
geo,85198353,225,102,-495
geo,85198363,208,100,-498
geo,85198373,235,91,-504
geo,85198383,232,100,-486
geo,85198393,222,103,-502
geo,85198403,228,102,-492
geo,85198413,235,105,-495
geo,85198423,219,103,-498
geo,85198433,229,111,-486
geo,85198443,240,111,-465
geo,85198453,241,102,-466
geo,85198463,237,85,-481
geo,85198473,235,94,-478
geo,85198483,216,121,-498
geo,85198493,225,87,-475
geo,85198503,222,117,-498
geo,85198513,205,106,-493
geo,85198523,238,97,-499
geo,85198533,213,94,-499
geo,85198543,229,111,-489
geo,85198553,235,112,-511
geo,85198563,225,97,-475
geo,85198573,225,105,-499
geo,85198583,222,100,-486
geo,85198593,240,111,-486
geo,85198603,228,112,-492
geo,85198613,235,102,-492
geo,85198623,226,96,-510
geo,85198633,246,97,-478
geo,85198643,216,103,-486
geo,85198653,240,100,-477
geo,85198663,237,96,-481
geo,85198673,238,112,-483
geo,85198683,238,105,-483
geo,85198693,222,111,-502
geo,85198703,237,82,-465
geo,85198713,247,106,-510
geo,85198723,235,97,-511
geo,85198733,232,93,-505
geo,85198743,225,105,-487
geo,85198753,222,103,-498
geo,85198763,235,102,-492
geo,85198773,235,112,-487
geo,85198783,240,93,-472
geo,85198793,228,108,-495
geo,85198803,238,108,-478
geo,85198813,226,85,-481
geo,85198823,222,93,-493
geo,85198833,238,97,-478
geo,85198843,219,96,-489
geo,85198853,220,105,-487
geo,85198863,219,121,-489
geo,85198873,225,94,-504
geo,85198883,241,94,-495
geo,85198893,231,112,-495
geo,85198903,228,87,-495
geo,85198913,232,88,-489
geo,85198923,229,93,-477
geo,85198933,217,94,-478
geo,85198943,225,105,-495
geo,85198953,231,97,-492
geo,85198963,246,105,-499
geo,85198973,232,82,-489
geo,85198983,238,97,-487
geo,85198993,241,91,-466
geo,85199003,210,115,-483
geo,85199013,241,108,-499
geo,85199023,228,102,-492
geo,85199033,240,88,-505
geo,85199043,249,112,-495
geo,85199053,225,102,-508
geo,85199063,232,93,-486
geo,85199073,237,96,-510
geo,85199083,237,117,-486
geo,85199093,232,111,-481
geo,85199103,228,118,-508
geo,85199113,226,93,-498
geo,85199123,232,88,-498
geo,85199133,249,97,-499
geo,85199143,235,108,-504
geo,85199153,231,91,-487
geo,85199163,231,97,-504
geo,85199173,226,111,-493
geo,85199183,238,97,-492
geo,85199193,232,111,-493
geo,85199203,238,91,-478
geo,85199213,222,106,-510
geo,85199223,225,102,-483
geo,85199233,235,94,-495
geo,85199243,231,94,-504
geo,85199253,226,93,-498
geo,85199263,229,93,-493
geo,85199273,229,100,-472
geo,85199283,225,102,-504
geo,85199293,235,97,-499
geo,85199303,226,114,-502
geo,85199313,232,103,-477
geo,85199323,231,105,-471
geo,85199333,228,102,-487
geo,85199343,259,102,-478
geo,85199353,219,117,-465
geo,85199363,232,88,-477
geo,85199373,247,106,-493
geo,85199383,228,105,-483
geo,85199393,222,100,-489
geo,85199403,237,100,-481
geo,85199413,237,96,-472
geo,85199423,235,91,-495
geo,85199433,229,93,-493
geo,85199443,238,94,-492
geo,85199453,216,100,-486
geo,85199463,217,102,-483
geo,85199473,238,87,-478
geo,85199483,240,124,-502
geo,85199493,232,114,-477
geo,85199503,228,87,-495
geo,85199513,222,85,-510
geo,85199523,232,106,-469
geo,85199533,226,93,-505
geo,85199543,225,108,-475
geo,85199553,213,97,-483
geo,85199563,228,105,-462
geo,85199573,220,97,-483
geo,85199583,240,106,-493
geo,85199593,228,97,-478
geo,85199603,225,94,-483
geo,85199613,229,88,-489
geo,85199623,222,85,-481
geo,85199633,219,82,-502
geo,85199643,210,97,-495
geo,85199653,241,84,-492
geo,85199663,249,112,-483
geo,85199673,238,102,-475
geo,85199683,228,118,-483
geo,85199693,217,108,-487
geo,85199703,226,96,-519
geo,85199713,225,112,-495
geo,85199723,207,94,-499
geo,85199733,229,100,-489
geo,85199743,232,111,-489
geo,85199753,237,96,-486
geo,85199763,243,106,-493
geo,85199773,229,96,-486
geo,85199783,243,96,-498
geo,85199793,231,94,-478
geo,85199803,238,81,-471
geo,85199813,228,87,-487
geo,85199823,231,97,-495
geo,85199833,240,103,-477
geo,85199843,232,106,-472
geo,85199853,222,111,-493
geo,85199863,225,102,-492
geo,85199873,232,82,-493
geo,85199883,210,102,-478
geo,85199893,238,94,-495
geo,85199903,237,88,-469
geo,85199913,232,93,-477
geo,85199923,216,100,-498
geo,85199933,220,84,-487
geo,85199943,240,106,-486
geo,85199953,226,106,-498
geo,85199963,229,103,-493
geo,85199973,229,103,-489
geo,85199983,232,106,-498
geo,85199993,232,100,-502
geo,85200003,252,91,-466
geo,85200013,222,111,-477
geo,85200023,232,88,-486
geo,85200033,231,87,-466
geo,85200043,216,96,-498
geo,85200053,228,102,-475
geo,85200063,220,102,-492
geo,85200073,229,100,-486
geo,85200083,229,103,-505
geo,85200093,225,123,-483
geo,85200103,241,97,-499
geo,85200113,241,97,-487
geo,85200123,231,105,-499
geo,85200133,225,87,-487
geo,85200143,237,88,-493
geo,85200153,231,94,-487
geo,85200163,235,105,-508
geo,85200173,232,82,-498
geo,85200183,231,94,-487
geo,85200193,217,94,-492
geo,85200203,231,112,-504
geo,85200213,241,81,-508
geo,85200223,222,103,-469
geo,85200233,246,105,-487
geo,85200243,231,91,-499
geo,85200253,231,102,-492
geo,85200263,243,103,-481
geo,85200273,207,102,-511
geo,85200283,220,94,-508
geo,85200293,229,93,-493
geo,85200303,222,96,-502
geo,85200313,222,111,-498
geo,85200323,232,121,-493
geo,85200333,225,105,-504
geo,85200343,249,112,-483
geo,85200353,211,93,-486
geo,85200363,237,124,-489
geo,85200373,216,85,-498
geo,85200383,226,100,-489
geo,85200393,243,114,-489
geo,85200403,228,102,-483
geo,85200413,229,103,-498
geo,85200423,232,106,-498
geo,85200433,235,112,-492
geo,85200443,220,87,-504
geo,85200453,235,97,-504
geo,85200463,231,97,-499
geo,85200473,222,96,-486
geo,85200483,222,103,-493
geo,85200493,231,91,-508
geo,85200503,226,96,-486
geo,85200513,228,108,-499
geo,85200523,241,94,-471
geo,85200533,232,88,-493
geo,85200543,226,100,-481
geo,85200553,231,97,-483
geo,85200563,229,111,-469
geo,85200573,235,108,-487
geo,85200583,228,97,-487
geo,85200593,217,102,-516
geo,85200603,217,94,-483
geo,85200613,222,103,-510
geo,85200623,219,88,-498
geo,85200633,232,111,-472
geo,85200643,220,97,-495
geo,85200653,211,117,-502
geo,85200663,225,108,-495
geo,85200673,229,96,-493
geo,85200683,208,93,-502
geo,85200693,228,102,-499
geo,85200703,246,118,-487
geo,85200713,232,88,-505
geo,85200723,228,112,-478
geo,85200733,243,88,-481
geo,85200743,243,100,-498
geo,85200753,229,111,-493
geo,85200763,219,106,-486
geo,85200773,219,124,-510
geo,85200783,247,103,-477
geo,85200793,222,121,-465
geo,85200803,222,100,-486
geo,85200813,225,105,-483
geo,85200823,216,100,-477
geo,85200833,226,103,-510
geo,85200843,217,108,-508
geo,85200853,220,108,-495
geo,85200863,243,103,-469
geo,85200873,232,114,-477
geo,85200883,231,91,-487
geo,85200893,235,91,-478
geo,85200903,228,97,-471
geo,85200913,240,96,-498
geo,85200923,213,108,-487
geo,85200933,213,97,-511
geo,85200943,219,100,-486
geo,85200953,237,111,-493
geo,85200963,240,106,-502
geo,85200973,229,114,-498
geo,85200983,228,108,-475
geo,85200993,231,112,-487
geo,85201003,243,117,-489
geo,85201013,252,115,-475
geo,85201023,216,114,-502
geo,85201033,216,103,-498
geo,85201043,220,87,-487
geo,85201053,213,105,-483
geo,85201063,232,96,-481
geo,85201073,237,96,-481
geo,85201083,217,94,-483
geo,85201093,217,115,-499
geo,85201103,238,97,-475
geo,85201113,231,102,-471
geo,85201123,228,102,-483
geo,85201133,216,96,-489
geo,85201143,220,81,-520
geo,85201153,243,103,-489
geo,85201163,232,106,-477
geo,85201173,225,108,-483
geo,85201183,231,105,-492
geo,85201193,243,106,-448
geo,85201203,235,105,-487
geo,85201213,231,87,-504
geo,85201223,237,106,-486
geo,85201233,217,112,-492
geo,85201243,228,105,-525
geo,85201253,219,96,-486
geo,85201263,237,96,-493
geo,85201273,226,93,-498
geo,85201283,228,97,-478
geo,85201293,220,105,-504
geo,85201303,216,96,-493
