,mid_hip_x,mid_hip_y,mid_hip_z,neck_x,neck_y,neck_z,lhip_x,lhip_y,lhip_z,lknee_x,lknee_y,lknee_z,lankle_x,lankle_y,lankle_z,lbigtoe_x,lbigtoe_y,lbigtoe_z,lsmalltoe_x,lsmalltoe_y,lsmalltoe_z,lheel_x,lheel_y,lheel_z
0,0.010289987012165795,0.7946089462342621,-3.31110681110222,-0.012914762487097619,1.280662464862091,-3.3359421408317163,0.09761935772579153,0.8132670398207673,-3.3160440826502717,0.0,0.0,0.0,0.19473250528670338,0.0282157103515047,-3.4089016043693223,0.16116786042205844,-0.036140154744437894,-3.3190443872151505,0.0,0.0,0.0,0.11426651356966104,0.014180924192497713,-3.419293827457067
1,0.0,0.0,0.0,0.046527176148915265,1.2562958965507058,-3.342125388840009,0.15821030770374445,0.7735731678028058,-3.3204126425283373,0.09204230194965783,0.45359190066646454,-3.3804489890509064,0.18808562308664795,0.028377639731273517,-3.408912630635352,0.15857072571638386,-0.03535650648088864,-3.336831041108491,0.25292148736307557,-0.0291196509899587,-3.332528899837565,0.11787537178074516,0.014054655280487167,-3.422471475171889
2,0.009054254824859527,0.7945490696701127,-3.3222854173443293,0.04643979639657275,1.2567824744766656,-3.3483998345929176,0.09609286573717316,0.8142606952828204,-3.3310991788000637,0.15780543542054126,0.43194570185177883,-3.356797846780535,0.13376345601486447,0.05157227259487942,-3.4040066845541412,0.15887994434092967,-0.03361337600554489,-3.34527503923335,0.20293546016376734,-0.015607308183046911,-3.3680246529217506,0.12162491081070742,0.015536560074630584,-3.4123891840995353
3,0.007835197787900199,0.7944305779531228,-3.3321370284348366,0.046346940041792975,1.256265564073142,-3.341585998983269,0.09561378579756848,0.8084277006452084,-3.335741312843902,0.15862147788757727,0.43354492424911484,-3.363960626165123,0.13020721719476677,0.04849915526807362,-3.40593694676515,0.15842815356672857,-0.031225178094703238,-3.3427970817093025,0.2506657607269058,-0.03046869138035743,-3.320373066432104,0.12115983738241232,0.01589948917550521,-3.4094896176881826
4,0.008615218050363695,0.7943372827385312,-3.325366045103921,-0.014118573004697339,1.2813438296634956,-3.3441551260086424,0.15925720043715605,0.7714655042675754,-3.3402366651512674,0.15780080391609147,0.4350459047882651,-3.3522648453685813,0.1279949599250939,0.04678174416260743,-3.4036219988554555,0.1579191813237476,-0.030382179510549237,-3.342187945861255,0.20141829091651692,-0.009783795150353058,-3.369501896594074,0.11820554811488057,0.01559557670322434,-3.41103499316423
5,0.0,0.0,0.0,0.04609799825299361,1.2570842324550648,-3.352108100342405,0.09499391196954485,0.7940169803525408,-3.3416618953468142,0.09448753840546686,0.45486652429687524,-3.35394449298605,0.12782424993294828,0.04750569800391116,-3.4011438498735336,0.1579981724842899,-0.030047964262184736,-3.3398788235693306,0.203185963108842,-0.009809341710755887,-3.387038920942837,0.11357363485343333,0.015903739693551897,-3.4091901576010812
6,0.007919610583634893,0.7943135466745332,-3.3306351563116694,0.04655542489772407,1.2569168586083217,-3.350076160515349,0.09464972448909964,0.7951023570565429,-3.3447822042996527,0.15835970278814626,0.43422202075600386,-3.3549730097696955,0.13044403225029966,0.048723910585656685,-3.4003701765893,0.15925876471354966,-0.030724291617419252,-3.3433838121805897,0.20616544833735484,-0.009508919496680448,-3.3908498595197893,0.10889957821253356,0.01598486105370125,-3.4102331834535473
7,0.0,0.0,0.0,0.046520696024050665,1.2569877702047716,-3.3507491668513882,0.09410497787217151,0.8021031452027088,-3.3496239405189,0.15717991616291946,0.43437622278777444,-3.3528354261868136,0.1327614647741148,0.04747108669882098,-3.4082034333268165,0.1617942489015191,-0.02837754649124142,-3.325025068074943,0.2591824230805071,-0.025149857765682213,-3.368244322924604,0.10701159445631561,0.015874981831999774,-3.4124051948898506
8,0.007762009217189074,0.7944954484014849,-3.332090876752654,0.046402818899416755,1.25697864711228,-3.3503378377530497,0.09449873736095799,0.8085494688456046,-3.3457975607626214,0.09499275881431014,0.45511788653197494,-3.3519178562587144,0.13461504181604825,0.04733680352823569,-3.4067567392104725,0.1650131442547176,-0.02721761496307394,-3.312561485608151,0.2604310446242494,-0.02720796673355028,-3.3751248878831643,0.10704537340234929,0.01590408744536637,-3.4127581349648617
9,0.007859126515185097,0.7945052112593596,-3.331349255505037,0.04563932955858018,1.2572094115499808,-3.352712195232107,0.09442940878138183,0.8085541856856419,-3.3466587262972576,0.15778861644911946,0.4344034631749662,-3.35601677001302,0.1346039083877184,0.04973872653298131,-3.407672382376356,0.16743557252661534,-0.02825155480275427,-3.3179266527900224,0.26063769754212945,-0.027286956655319897,-3.3759016262064954,0.10768035236423577,0.01606713588902619,-3.411723397554844
10,0.0,0.0,0.0,-0.015060201707593989,1.2820020405202783,-3.351013168658188,0.15767151147216463,0.7822860427415412,-3.3370835587239167,0.1592182583755905,0.434065126876918,-3.360158685238275,0.13453229979727774,0.05383646659597148,-3.4132559875444417,0.1687564643229813,-0.02888950210228171,-3.331854532681091,0.26166724395911456,-0.027426189090932553,-3.381160951267264,0.10849676073359876,0.01584218017262228,-3.4133401228247493
11,0.00690029763441521,0.7943596946777478,-3.3386869356584885,-0.01500282055480602,1.281985222767994,-3.350781870059926,0.09433120141612505,0.7963431936786053,-3.347968063637411,0.0,0.0,0.0,0.13448264128217913,0.05741025158957871,-3.40917867440075,0.16757359709383138,-0.02863895570572052,-3.3504841441185356,0.265359684867452,-0.030027272887742186,-3.401342336467799,0.11050964658171733,0.015800053290788412,-3.412762166818975
12,0.0,0.0,0.0,-0.014884422385387666,1.2819348192962612,-3.3500703131109293,0.09421998139504319,0.7940079692718532,-3.3487615294752513,0.09388838622349732,0.4544914723740591,-3.362881672021959,0.13452357065469536,0.056031821982579236,-3.410431501036838,0.16517473407379024,-0.029118155235166567,-3.369662638327166,0.2653242002104698,-0.029979107770395443,-3.400674188584388,0.1126642453440156,0.015675272089018533,-3.4119721106797503
