Type,Timestamp,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Type,Timestamp,Mag_X,Mag_Y,Mag_Z
ags,70611290,-3133,1135,11278,67,65,-72,geo,70611241,-248,182,-218
ags,70611300,-3135,1118,11268,52,62,-94,geo,70611250,-245,177,-220
ags,70611310,-3128,1157,11261,39,71,-78,geo,70611261,-243,177,-220
ags,70611320,-3138,1142,11275,27,68,-72,geo,70611271,-248,175,-218
ags,70611330,-3150,1194,11280,52,77,-75,geo,70611281,-256,192,-239
ags,70611340,-3123,1128,11288,52,59,-54,geo,70611291,-245,180,-218
ags,70611350,-3121,1142,11312,42,74,-82,geo,70611301,-248,182,-220
ags,70611360,-3157,1133,11258,33,62,-69,geo,70611311,-240,175,-223
ags,70611370,-3108,1172,11234,42,55,-75,geo,70611321,-247,185,-221
ags,70611380,-3121,1174,11268,36,65,-85,geo,70611331,-247,177,-223
ags,70611390,-3091,1162,11266,61,43,-88,geo,70611341,-248,175,-221
ags,70611400,-3123,1169,11241,27,71,-72,geo,70611351,-247,177,-220
ags,70611410,-3104,1140,11253,33,62,-85,geo,70611361,-239,173,-225
ags,70611420,-3143,1145,11249,49,25,-42,geo,70611371,-243,178,-220
ags,70611430,-3133,1155,11288,21,52,-66,geo,70611381,-256,187,-221
ags,70611440,-3169,1160,11275,55,74,-66,geo,70611391,-245,178,-223
ags,70611450,-3138,1133,11292,39,74,-75,geo,70611401,-255,195,-243
ags,70611460,-3152,1133,11222,61,59,-82,geo,70611411,-247,182,-223
ags,70611470,-3130,1160,11241,36,55,-69,geo,70611421,-245,172,-225
ags,70611480,-3099,1145,11280,55,68,-91,geo,70611431,-243,175,-221
ags,70611490,-3128,1145,11222,36,86,-66,geo,70611441,-243,178,-220
ags,70611500,-3125,1147,11258,42,55,-63,geo,70611451,-247,175,-218
ags,70611510,-3118,1145,11305,33,55,-72,geo,70611461,-243,177,-218
ags,70611520,-3130,1094,11305,58,68,-85,geo,70611471,-240,173,-220
ags,,,,,,,,geo,70611481,-245,178,-220
ags,,,,,,,,geo,70611491,-261,189,-243
ags,,,,,,,,geo,70611501,-245,180,-220
ags,,,,,,,,geo,70611511,-248,170,-218
ags,,,,,,,,geo,70611521,-245,173,-218
