,RASI_X,RASI_Y,RASI_Z,LASI_X,LASI_Y,LASI_Z,RPSI_X,RPSI_Y,RPSI_Z,LPSI_X,LPSI_Y,LPSI_Z,RKNE_X,RKNE_Y,RKNE_Z,LKNE_X,LKNE_Y,LKNE_Z,RANK_X,RANK_Y,RANK_Z,LANK_X,LANK_Y,LANK_Z,RTOE_X,RTOE_Y,RTOE_Z,LTOE_X,LTOE_Y,LTOE_Z,RHEE_X,RHEE_Y,RHEE_Z,LHEE_X,LHEE_Y,LHEE_Z,RKNE2_X,RKNE2_Y,RKNE2_Z,LKNE2_X,LKNE2_Y,LKNE2_Z,RANK2_X,RANK2_Y,RANK2_Z,LANK2_X,LANK2_Y,LANK2_Z
0,-23.753,636.853,941.056,-24.949,401.996,951.173,137.124,561.961,967.071,138.951,473.745,970.777,74.021,675.935,474.292,72.855,349.162,476.295,124.603,678.048,80.412,118.477,350.838,79.8,-69.175,664.708,50.808,-71.239,366.234,51.615,184.758,619.352,57.527,183.196,400.747,49.709,75.756,568.948,454.922,78.187,459.962,469.107,102.66,592.338,100.109,85.818,437.123,101.615
1,-23.769,636.864,941.061,-24.968,401.956,951.176,137.122,561.906,967.062,138.892,473.691,970.795,74.029,675.947,474.323,72.864,349.152,476.303,124.635,678.073,80.435,118.489,350.864,79.787,-69.163,664.642,50.807,-71.198,366.136,51.568,184.766,619.374,57.52,183.209,400.71,49.711,75.727,568.952,454.936,78.189,459.898,469.124,102.641,592.352,100.081,85.808,437.091,101.617
2,-23.765,636.885,940.933,-24.972,401.956,951.183,137.17,561.831,966.999,138.765,473.438,970.908,74.232,675.588,474.147,72.837,349.168,476.284,124.772,678.01,80.496,118.39,351.153,79.624,-69.347,664.795,50.869,-71.239,366.21,51.636,184.77,619.354,57.511,183.202,401.013,49.401,75.717,568.912,454.948,78.178,459.877,469.282,102.598,592.137,100.252,85.996,437.348,101.664
3,-23.78,636.886,940.955,-24.977,401.912,951.179,137.177,561.821,966.992,138.421,473.18,970.776,74.229,675.627,474.156,72.823,349.098,476.316,124.764,678.01,80.504,118.367,351.236,79.559,-69.35,664.885,50.802,-71.219,366.184,51.57,184.764,619.344,57.5,183.228,400.941,49.454,75.733,568.888,454.955,78.19,459.837,469.241,102.624,592.118,100.226,85.985,437.366,101.669
4,-23.759,636.763,940.904,-24.97,401.976,951.14,137.188,561.764,966.931,138.465,473.303,970.727,74.238,675.606,474.123,72.861,349.128,476.281,124.88,677.957,80.529,118.386,351.105,79.629,-69.345,664.804,50.806,-71.214,366.21,51.635,184.87,619.313,57.446,183.261,400.957,49.397,75.696,568.939,454.931,78.1,459.825,469.304,102.697,592.299,100.114,85.98,437.344,101.639
5,-23.763,636.752,940.9,-24.962,401.996,951.127,137.157,561.733,966.916,138.466,473.237,970.715,74.209,675.64,474.115,72.891,349.179,476.271,124.882,677.945,80.536,118.391,351.113,79.589,-69.24,664.731,50.887,-71.205,366.135,51.526,184.888,619.305,57.447,183.235,401.019,49.383,75.74,568.886,454.931,78.19,459.821,469.273,102.711,592.324,100.086,85.964,437.365,101.64
6,-23.764,636.743,940.906,-24.965,401.98,951.124,137.178,561.754,966.901,138.434,473.228,970.694,74.217,675.605,474.068,72.879,349.184,476.237,124.876,677.897,80.493,118.36,351.208,79.53,-69.251,664.705,50.844,-71.218,366.137,51.57,184.889,619.3,57.441,183.233,400.974,49.374,75.724,568.91,454.924,78.14,459.802,469.286,102.68,592.352,100.061,85.975,437.347,101.635
7,-23.755,636.722,940.924,-24.971,402.008,951.113,137.167,561.752,966.92,138.444,473.16,970.673,74.193,675.573,474.076,72.868,349.146,476.255,124.885,677.974,80.531,118.389,351.122,79.593,-69.229,664.683,50.854,-71.225,366.142,51.611,184.878,619.299,57.429,183.233,400.977,49.351,75.671,568.894,454.901,78.171,459.78,469.28,102.684,592.392,100.045,85.954,437.339,101.639
8,-23.783,636.698,940.906,-24.942,402.007,951.087,137.167,561.712,966.9,138.442,473.197,970.665,74.162,675.626,474.098,72.875,349.181,476.23,124.882,677.919,80.52,118.391,351.159,79.55,-69.24,664.676,50.847,-71.227,366.15,51.649,184.9,619.298,57.429,183.228,400.952,49.378,75.66,568.902,454.945,78.128,459.84,469.33,102.711,592.358,100.063,85.973,437.348,101.633
9,-23.775,636.665,940.907,-24.94,401.969,951.104,137.157,561.678,966.906,138.467,473.215,970.662,74.172,675.552,474.041,72.854,349.116,476.265,124.889,677.914,80.525,118.392,351.151,79.592,-69.223,664.729,50.839,-71.224,366.16,51.682,184.891,619.27,57.436,183.225,400.905,49.392,75.64,568.839,454.936,78.21,459.836,469.311,102.718,592.36,100.077,85.959,437.368,101.636
10,-23.79,636.65,940.928,-24.92,401.985,951.11,137.153,561.742,966.877,138.485,473.241,970.666,74.144,675.568,474.052,72.863,349.122,476.245,124.883,677.952,80.549,118.391,351.154,79.57,-69.228,664.724,50.851,-71.218,366.17,51.71,184.905,619.282,57.417,183.231,400.981,49.376,75.629,568.861,454.943,78.162,459.803,469.254,102.721,592.368,100.072,85.945,437.327,101.614
11,-23.815,636.678,940.948,-24.895,401.982,951.113,137.152,561.7,966.861,138.469,473.223,970.628,74.145,675.555,474.064,72.858,349.187,476.217,124.885,677.893,80.457,118.491,350.923,79.757,-69.22,664.71,50.831,-71.21,366.18,51.731,184.918,619.328,57.416,183.229,400.935,49.39,75.629,568.861,454.943,78.171,459.803,469.239,102.711,592.384,100.062,85.944,437.327,101.613
12,-23.81,636.637,940.949,-24.906,401.956,951.107,137.177,561.711,966.867,138.473,473.186,970.635,74.108,675.61,474.117,72.866,349.146,476.215,124.871,677.908,80.524,118.5,350.87,79.759,-69.242,664.668,50.823,-71.199,366.188,51.743,184.913,619.296,57.409,183.228,400.934,49.389,75.627,568.819,454.957,78.18,459.779,469.266,102.723,592.405,100.037,85.934,437.311,101.627
13,-23.826,636.623,940.97,-24.867,401.962,951.084,137.167,561.762,966.868,138.505,473.239,970.614,74.081,675.612,474.141,72.853,349.141,476.209,124.887,677.95,80.55,118.485,350.871,79.756,-69.149,664.816,51.185,-71.188,366.193,51.746,184.898,619.275,57.439,183.236,401.003,49.345,75.641,568.882,454.922,78.133,459.746,469.208,102.728,592.405,100.052,85.944,437.343,101.589
14,-23.804,636.628,940.97,-24.84,401.915,951.102,137.19,561.732,966.862,138.527,473.193,970.603,74.055,675.592,474.138,72.882,349.152,476.203,124.89,677.901,80.499,118.395,351.18,79.518,-69.212,664.61,50.703,-71.178,366.195,51.737,184.915,619.282,57.434,183.232,400.968,49.366,75.607,568.886,454.921,78.152,459.763,469.244,102.683,592.415,100.052,85.943,437.343,101.589
15,-23.804,636.56,940.954,-24.789,401.908,951.083,137.201,561.727,966.857,138.541,473.255,970.6,74.066,675.564,474.052,72.892,349.172,476.185,124.873,677.885,80.497,118.425,351.137,79.59,-69.211,664.605,50.731,-71.168,366.191,51.717,184.925,619.289,57.426,183.23,400.978,49.372,75.619,568.864,454.914,78.152,459.786,469.202,102.737,592.438,100.026,85.96,437.338,101.606
16,-23.797,636.573,940.969,-24.803,401.9,951.076,137.206,561.745,966.832,138.568,473.281,970.564,74.034,675.569,474.106,72.879,349.198,476.172,124.894,677.868,80.491,118.392,351.199,79.529,-69.209,664.625,50.726,-71.16,366.181,51.683,184.911,619.298,57.411,183.235,400.999,49.366,75.571,568.847,454.905,78.141,459.723,469.235,102.703,592.428,100.043,85.946,437.358,101.609
17,-23.799,636.552,940.974,-24.759,401.889,951.076,137.244,561.704,966.849,138.579,473.237,970.563,74.035,675.556,474.119,72.902,349.171,476.197,124.901,677.906,80.515,118.396,351.22,79.524,-69.188,664.615,50.721,-71.156,366.163,51.634,184.919,619.279,57.424,183.201,401.015,49.341,75.574,568.891,454.921,78.171,459.803,469.238,102.73,592.439,100.035,85.951,437.372,101.631
18,-23.778,636.51,940.982,-24.714,401.906,951.068,137.283,561.707,966.827,138.607,473.218,970.567,74.063,675.555,474.094,72.948,349.184,476.18,124.874,677.886,80.499,118.365,351.216,79.56,-69.196,664.587,50.723,-71.155,366.138,51.57,184.943,619.297,57.431,183.23,400.979,49.348,75.585,568.869,454.914,78.231,459.822,469.21,102.723,592.447,100.02,85.925,437.35,101.612
19,-23.786,636.527,940.961,-24.7,401.872,951.072,137.295,561.684,966.824,138.616,473.253,970.548,74.034,675.57,474.105,72.937,349.168,476.164,124.875,677.87,80.511,118.423,351.149,79.573,-69.213,664.604,50.725,-71.171,366.137,51.569,184.93,619.283,57.421,183.23,400.979,49.348,75.606,568.844,454.936,78.211,459.782,469.215,102.755,592.445,100.016,85.943,437.36,101.607
20,-23.751,636.495,940.978,-24.671,401.892,951.064,137.316,561.76,966.833,138.638,473.206,970.537,74.006,675.572,474.129,72.959,349.128,476.202,124.898,677.888,80.502,118.391,351.151,79.565,-69.217,664.608,50.733,-71.189,366.137,51.569,184.932,619.314,57.416,183.271,401.033,49.33,75.572,568.849,454.935,78.202,459.781,469.231,102.744,592.434,100.019,85.948,437.373,101.628
21,-23.73,636.536,940.998,-24.628,401.877,951.059,137.35,561.763,966.82,138.691,473.206,970.537,74.034,675.571,474.104,72.971,349.163,476.189,124.876,677.885,80.5,118.418,351.08,79.615,-69.221,664.591,50.705,-71.178,366.212,51.636,184.916,619.294,57.419,183.23,400.976,49.369,75.624,568.863,454.93,78.253,459.776,469.26,102.742,592.442,100.017,85.922,437.351,101.61
22,-23.736,636.488,940.984,-24.578,401.855,951.053,137.367,561.762,966.842,138.727,473.222,970.524,74.013,675.547,474.073,72.981,349.166,476.195,124.89,677.907,80.517,118.395,351.175,79.538,-69.214,664.598,50.729,-71.173,366.162,51.591,184.928,619.306,57.422,183.234,401.01,49.347,75.565,568.868,454.927,78.264,459.738,469.216,102.745,592.447,100.039,85.96,437.355,101.624
23,-23.652,636.555,941.01,-24.566,401.854,951.061,137.418,561.714,966.83,138.763,473.238,970.51,74.013,675.547,474.072,72.989,349.178,476.159,124.883,677.893,80.51,118.422,351.107,79.565,-69.213,664.624,50.717,-71.176,366.137,51.57,184.934,619.298,57.434,183.228,400.933,49.362,75.629,568.862,454.944,78.242,459.76,469.208,102.752,592.445,100.024,85.946,437.374,101.627
24,-23.623,636.493,941.01,-24.544,401.848,951.045,137.453,561.774,966.819,138.755,473.203,970.527,74.052,675.466,474.044,73.03,349.192,476.165,124.901,677.908,80.513,118.365,351.211,79.509,-69.205,664.597,50.707,-71.19,366.113,51.59,184.928,619.297,57.434,183.23,400.975,49.368,75.632,568.859,454.929,78.324,459.757,469.188,102.731,592.442,100.039,85.926,437.365,101.631
25,-23.58,636.555,941.024,-24.491,401.876,951.033,137.481,561.758,966.829,138.81,473.21,970.495,74.064,675.543,474.105,73.03,349.21,476.158,124.873,677.908,80.504,118.392,351.14,79.559,-69.21,664.619,50.721,-71.19,366.113,51.59,184.941,619.319,57.411,183.231,400.967,49.34,75.641,568.882,454.924,78.312,459.795,469.232,102.707,592.446,100.026,85.939,437.362,101.604
26,-23.541,636.482,941.021,-24.439,401.867,951.028,137.524,561.736,966.824,138.87,473.245,970.478,74.082,675.616,474.136,73.037,349.189,476.149,124.889,677.896,80.543,118.395,351.174,79.537,-69.232,664.646,50.702,-71.191,366.137,51.569,184.933,619.319,57.4,183.259,400.936,49.397,75.646,568.881,454.938,78.352,459.774,469.21,102.739,592.448,100.024,85.939,437.362,101.604
27,-23.524,636.486,941.026,-24.405,401.864,951.045,137.569,561.706,966.819,138.87,473.245,970.478,74.113,675.565,474.111,73.042,349.171,476.162,124.901,677.888,80.504,118.395,351.174,79.537,-69.205,664.612,50.733,-71.173,366.137,51.569,184.945,619.292,57.396,183.235,400.999,49.34,75.661,568.903,454.947,78.355,459.735,469.181,102.755,592.484,100.009,85.938,437.362,101.603
28,-23.472,636.502,941.042,-24.379,401.891,951.031,137.615,561.713,966.791,138.931,473.279,970.461,74.109,675.615,474.111,73.09,349.198,476.132,124.869,677.884,80.506,118.394,351.13,79.553,-69.215,664.623,50.713,-71.173,366.113,51.589,184.934,619.306,57.406,183.229,400.924,49.332,75.723,568.868,454.94,78.333,459.757,469.173,102.754,592.442,100.049,85.938,437.362,101.603
29,-23.417,636.488,941.055,-24.34,401.901,951.023,137.647,561.727,966.807,138.951,473.225,970.483,74.167,675.585,474.088,73.071,349.174,476.157,124.899,677.929,80.516,118.39,351.152,79.541,-69.216,664.612,50.741,-71.175,366.162,51.591,184.929,619.279,57.4,183.235,401.001,49.317,75.684,568.874,454.924,78.372,459.814,469.204,102.747,592.494,100.007,85.957,437.372,101.598
30,-23.374,636.478,941.034,-24.292,401.886,951.025,137.687,561.715,966.814,138.991,473.17,970.453,74.193,675.606,474.089,73.116,349.219,476.132,124.875,677.907,80.504,118.395,351.174,79.537,-69.201,664.585,50.713,-71.194,366.188,51.656,184.941,619.3,57.4,183.233,401.008,49.345,75.721,568.825,454.953,78.484,459.766,469.219,102.74,592.5,99.994,85.985,437.383,101.602
31,-23.325,636.502,941.075,-24.25,401.919,951.008,137.721,561.72,966.822,139.033,473.214,970.455,74.225,675.554,474.066,73.153,349.189,476.136,124.867,677.907,80.528,118.392,351.139,79.558,-69.208,664.586,50.731,-71.176,366.114,51.59,184.94,619.299,57.389,183.231,400.966,49.338,75.79,568.859,454.942,78.474,459.749,469.169,102.753,592.46,100.003,85.976,437.366,101.616
32,-23.293,636.476,941.062,-24.195,401.934,950.996,137.771,561.674,966.843,139.085,473.213,970.456,74.243,675.614,474.11,73.161,349.17,476.155,124.897,677.871,80.507,118.393,351.186,79.52,-69.217,664.611,50.739,-71.193,366.162,51.591,184.952,619.292,57.382,183.235,400.998,49.339,75.797,568.9,454.943,78.481,459.804,469.249,102.754,592.462,100.001,85.989,437.347,101.613
33,-23.241,636.466,941.083,-24.156,401.945,951.007,137.848,561.637,966.839,139.11,473.231,970.453,74.245,675.6,474.123,73.199,349.241,476.144,124.871,677.876,80.485,118.424,351.14,79.543,-69.198,664.595,50.72,-71.194,366.187,51.613,184.954,619.276,57.382,183.238,401.033,49.318,75.824,568.854,454.943,78.535,459.783,469.208,102.743,592.46,100.016,85.956,437.373,101.597
34,-23.202,636.456,941.065,-24.111,401.929,951.001,137.873,561.648,966.846,139.157,473.203,970.438,74.298,675.62,474.099,73.21,349.198,476.143,124.88,677.894,80.469,118.421,351.108,79.541,-69.203,664.617,50.734,-71.162,366.187,51.614,184.973,619.343,57.399,183.233,401.01,49.322,75.876,568.869,454.938,78.553,459.784,469.177,102.756,592.477,100.011,85.984,437.384,101.602
35,-23.113,636.486,941.081,-24.059,401.931,951.008,137.907,561.67,966.844,139.209,473.203,970.439,74.292,675.637,474.116,73.243,349.23,476.13,124.882,677.901,80.51,118.416,351.087,79.617,-69.198,664.643,50.731,-71.161,366.163,51.634,184.959,619.318,57.377,183.238,401.036,49.295,75.903,568.885,454.96,78.686,459.792,469.254,102.748,592.481,100.005,85.972,437.357,101.557
36,-23.069,636.522,941.1,-24.015,401.954,951.004,137.97,561.648,966.838,139.274,473.257,970.471,74.318,675.658,474.117,73.277,349.209,476.156,124.903,677.9,80.491,118.394,351.179,79.491,-69.216,664.631,50.718,-71.177,366.114,51.59,184.956,619.331,57.383,183.237,401.045,49.3,75.907,568.882,454.945,78.656,459.711,469.25,102.754,592.485,100.039,85.984,437.384,101.601
37,-23.055,636.482,941.086,-23.964,401.949,950.995,138.0,561.642,966.858,139.3,473.283,970.435,74.332,675.721,474.191,73.311,349.224,476.149,124.902,677.95,80.543,118.393,351.132,79.529,-69.215,664.626,50.726,-71.195,366.211,51.636,184.957,619.296,57.384,183.231,400.965,49.337,75.912,568.908,454.955,78.646,459.719,469.156,102.758,592.486,100.026,85.954,437.373,101.596
38,-22.993,636.507,941.118,-23.922,401.915,951.038,138.061,561.668,966.884,139.334,473.292,970.454,74.345,675.679,474.119,73.359,349.271,476.141,124.897,677.961,80.543,118.423,351.142,79.52,-69.19,664.626,50.731,-71.188,366.113,51.589,184.958,619.285,57.389,183.231,400.962,49.359,75.955,568.899,454.956,78.695,459.792,469.239,102.768,592.496,99.985,85.993,437.377,101.61
39,-22.951,636.481,941.121,-23.859,401.948,951.012,138.123,561.693,966.876,139.414,473.374,970.461,74.375,675.65,474.12,73.391,349.263,476.137,124.896,677.901,80.516,118.424,351.139,79.542,-69.209,664.594,50.737,-71.181,366.188,51.657,184.946,619.288,57.371,183.235,401.0,49.316,75.99,568.896,454.986,78.695,459.792,469.239,102.762,592.503,99.996,85.979,437.397,101.613
40,-22.896,636.482,941.134,-23.788,401.974,951.038,138.163,561.72,966.889,139.461,473.346,970.446,74.399,675.638,474.138,73.387,349.253,476.167,124.905,677.895,80.471,118.421,351.107,79.54,-69.184,664.615,50.74,-71.162,366.163,51.634,184.938,619.32,57.399,183.231,400.962,49.359,75.994,568.893,454.971,78.726,459.77,469.232,102.741,592.498,100.013,85.983,437.345,101.647
41,-22.855,636.465,941.139,-23.711,401.95,951.013,138.212,561.741,966.91,139.533,473.436,970.461,74.388,675.713,474.194,73.441,349.301,476.163,124.9,677.911,80.49,118.422,351.151,79.525,-69.2,664.633,50.718,-71.193,366.137,51.569,184.972,619.325,57.398,183.236,400.99,49.31,76.034,568.93,454.972,78.746,459.708,469.216,102.775,592.511,100.003,85.992,437.378,101.609
42,-22.811,636.517,941.157,-23.657,401.968,951.04,138.258,561.771,966.93,139.58,473.408,970.446,74.387,675.727,474.18,73.463,349.258,476.173,124.881,677.876,80.479,118.394,351.178,79.491,-69.219,664.61,50.734,-71.194,366.139,51.655,184.952,619.324,57.387,183.233,401.012,49.298,76.031,568.933,454.988,78.754,459.787,469.254,102.722,592.518,99.995,85.966,437.355,101.591
43,-22.759,636.489,941.157,-23.585,401.956,951.025,138.325,561.778,966.909,139.618,473.388,970.44,74.419,675.675,474.157,73.502,349.257,476.192,124.9,677.945,80.487,118.42,351.114,79.568,-69.176,664.637,50.743,-71.193,366.113,51.59,184.965,619.321,57.363,183.236,400.992,49.287,76.079,568.95,454.998,78.778,459.71,469.167,102.758,592.508,100.001,86.001,437.395,101.595
44,-22.725,636.519,941.183,-23.52,401.934,951.032,138.369,561.777,966.925,139.689,473.479,970.424,74.416,675.711,474.17,73.557,349.277,476.174,124.881,677.854,80.47,118.426,351.176,79.498,-69.218,664.62,50.705,-71.161,366.137,51.569,184.949,619.307,57.378,183.236,400.99,49.31,76.065,568.928,454.989,78.836,459.783,469.234,102.781,592.52,100.013,85.991,437.378,101.609
45,-22.663,636.518,941.19,-23.439,401.948,951.028,138.427,561.772,966.919,139.761,473.468,970.437,74.435,675.757,474.227,73.612,349.314,476.18,124.905,677.893,80.47,118.423,351.141,79.519,-69.203,664.641,50.728,-71.162,366.137,51.569,184.964,619.305,57.374,183.238,401.034,49.294,76.1,568.966,454.977,78.926,459.78,469.199,102.772,592.498,100.029,85.991,437.378,101.608
46,-22.648,636.485,941.205,-23.377,401.96,951.012,138.451,561.822,966.937,139.808,473.541,970.424,74.466,675.72,474.19,73.624,349.311,476.17,124.908,677.891,80.475,118.424,351.139,79.541,-69.21,664.601,50.702,-71.18,366.113,51.59,184.965,619.308,57.37,183.234,401.001,49.292,76.122,568.984,454.984,78.924,459.819,469.228,102.789,592.541,100.014,86.017,437.355,101.578
47,-22.598,636.544,941.212,-23.331,401.974,951.013,138.515,561.819,966.939,139.888,473.522,970.429,74.484,675.78,474.234,73.686,349.34,476.17,124.909,677.914,80.503,118.421,351.158,79.552,-69.21,664.593,50.734,-71.18,366.113,51.59,184.959,619.301,57.363,183.229,400.973,49.341,76.16,568.935,455.013,78.974,459.838,469.215,102.792,592.519,100.009,85.99,437.379,101.608
48,-22.564,636.511,941.206,-23.264,401.999,951.013,138.56,561.877,966.964,139.946,473.549,970.446,74.481,675.815,474.247,73.739,349.311,476.19,124.926,677.905,80.477,118.397,351.21,79.492,-69.206,664.61,50.721,-71.161,366.089,51.568,184.965,619.331,57.35,183.234,400.999,49.314,76.163,569.021,454.986,79.125,459.822,469.304,102.767,592.534,100.007,86.003,437.375,101.58
49,-22.512,636.494,941.226,-23.206,401.951,951.014,138.607,561.866,966.953,140.006,473.584,970.429,74.501,675.853,474.265,73.792,349.323,476.185,124.911,677.86,80.432,118.426,351.173,79.52,-69.2,664.615,50.708,-71.179,366.164,51.676,184.971,619.322,57.349,183.264,400.96,49.344,76.192,569.018,454.973,79.125,459.846,469.261,102.753,592.517,99.986,86.022,437.369,101.599
50,-22.469,636.529,941.22,-23.135,401.989,951.017,138.656,561.888,966.98,140.057,473.576,970.463,74.53,675.838,474.254,73.793,349.347,476.177,124.904,677.938,80.472,118.426,351.176,79.498,-69.224,664.604,50.714,-71.196,366.138,51.612,184.961,619.31,57.351,183.26,400.927,49.342,76.212,569.039,455.026,79.153,459.863,469.283,102.791,592.544,100.011,86.018,437.405,101.588
51,-22.415,636.558,941.225,-23.081,401.985,950.996,138.706,561.926,966.965,140.1,473.627,970.433,74.559,675.823,474.242,73.839,349.334,476.209,124.9,677.944,80.486,118.427,351.22,79.482,-69.215,664.587,50.716,-71.145,366.113,51.589,184.978,619.324,57.352,183.232,400.956,49.307,76.274,569.092,455.006,79.154,459.887,469.24,102.783,592.522,99.978,86.008,437.389,101.602
52,-22.373,636.582,941.254,-23.027,401.985,951.019,138.716,561.941,966.993,140.148,473.656,970.46,74.588,675.807,474.231,73.887,349.344,476.215,124.909,677.91,80.484,118.422,351.15,79.523,-69.221,664.61,50.731,-71.166,366.163,51.634,184.967,619.32,57.358,183.238,401.036,49.27,76.301,569.047,455.007,79.254,459.876,469.299,102.784,592.525,100.001,85.998,437.412,101.569
53,-22.339,636.612,941.28,-23.007,402.001,951.021,138.79,561.972,967.002,140.209,473.646,970.483,74.585,675.843,474.244,73.906,349.345,476.204,124.9,677.945,80.487,118.458,351.174,79.505,-69.225,664.604,50.713,-71.185,366.188,51.657,184.991,619.317,57.345,183.231,400.965,49.312,76.291,569.111,455.0,79.255,459.9,469.256,102.797,592.586,99.997,86.001,437.376,101.579
54,-22.306,636.622,941.266,-22.944,402.029,951.002,138.851,561.997,966.987,140.239,473.692,970.496,74.657,675.876,474.295,73.927,349.364,476.203,124.923,677.908,80.472,118.456,351.139,79.526,-69.197,664.609,50.698,-71.184,366.163,51.635,184.986,619.346,57.341,183.238,401.036,49.27,76.261,569.072,455.026,79.294,459.855,469.277,102.827,592.558,99.981,85.994,437.409,101.605
55,-22.241,636.613,941.268,-22.887,402.028,950.992,138.881,562.01,967.008,140.299,473.727,970.48,74.653,675.926,474.294,73.973,349.338,476.223,124.923,677.96,80.458,118.428,351.21,79.477,-69.179,664.588,50.726,-71.182,366.088,51.568,184.968,619.324,57.346,183.234,400.998,49.314,76.347,569.082,455.022,79.364,459.914,469.258,102.797,592.537,100.013,86.01,437.393,101.565
56,-22.198,636.657,941.257,-22.859,402.009,951.006,138.914,562.022,967.01,140.324,473.745,970.476,74.689,675.872,474.24,73.981,349.374,476.222,124.934,677.973,80.513,118.456,351.137,79.549,-69.215,664.609,50.71,-71.198,366.138,51.612,184.985,619.32,57.355,183.231,400.965,49.312,76.348,569.083,455.052,79.348,459.835,469.235,102.804,592.553,99.992,86.029,437.403,101.56
57,-22.139,636.655,941.294,-22.816,402.007,951.003,138.975,562.01,967.017,140.344,473.691,970.498,74.737,675.916,474.273,73.997,349.369,476.222,124.933,677.953,80.504,118.427,351.169,79.469,-69.202,664.598,50.728,-71.151,366.137,51.57,184.984,619.321,57.315,183.239,401.026,49.265,76.369,569.099,455.03,79.396,459.916,469.208,102.788,592.549,99.971,86.023,437.389,101.537
58,-22.102,636.677,941.295,-22.8,402.032,950.996,138.998,562.02,967.017,140.404,473.726,970.482,74.773,675.862,474.219,74.02,349.403,476.209,124.926,677.991,80.527,118.455,351.095,79.541,-69.216,664.596,50.723,-71.166,366.138,51.612,185.011,619.319,57.355,183.232,400.953,49.329,76.403,569.095,455.032,79.405,459.893,469.236,102.789,592.572,99.987,86.014,437.357,101.575
59,-22.075,636.665,941.293,-22.741,402.034,950.979,139.045,562.01,967.027,140.435,473.772,970.494,74.784,675.96,474.306,74.046,349.346,476.235,124.905,677.921,80.483,118.454,351.148,79.531,-69.229,664.609,50.72,-71.165,366.113,51.59,184.978,619.317,57.345,183.232,400.958,49.284,76.441,569.087,455.018,79.397,459.837,469.156,102.825,592.575,99.996,85.994,437.363,101.556
60,-22.024,636.69,941.304,-22.75,402.083,950.981,139.096,562.069,967.021,140.457,473.726,970.483,74.814,675.931,474.308,74.052,349.383,476.211,124.916,677.984,80.511,118.458,351.127,79.543,-69.201,664.603,50.745,-71.165,366.113,51.59,184.997,619.346,57.348,183.234,401.0,49.29,76.44,569.176,455.006,79.522,459.985,469.276,102.805,592.563,99.989,86.036,437.37,101.534
61,-21.969,636.701,941.319,-22.684,402.096,950.965,139.098,562.041,967.024,140.495,473.807,970.478,74.842,675.93,474.284,74.098,349.382,476.217,124.928,677.936,80.455,118.49,351.125,79.551,-69.196,664.623,50.724,-71.165,366.113,51.59,184.978,619.301,57.349,183.236,400.991,49.285,76.447,569.157,455.014,79.503,459.968,469.239,102.822,592.569,100.009,86.037,437.354,101.558
62,-21.946,636.713,941.313,-22.689,402.127,950.959,139.15,562.054,967.039,140.523,473.788,970.482,74.866,675.964,474.272,74.108,349.417,476.203,124.931,678.003,80.521,118.457,351.132,79.498,-69.21,664.636,50.721,-71.18,366.138,51.611,184.99,619.32,57.356,183.239,401.026,49.264,76.467,569.13,455.007,79.523,460.009,469.233,102.826,592.577,99.995,86.023,437.374,101.561
63,-21.915,636.728,941.319,-22.658,402.133,950.953,139.176,562.064,967.045,140.537,473.808,970.489,74.903,675.91,474.218,74.123,349.395,476.222,124.925,677.981,80.485,118.462,351.201,79.456,-69.198,664.604,50.743,-71.184,366.138,51.612,184.979,619.342,57.33,183.239,401.026,49.264,76.477,569.168,454.992,79.592,460.044,469.257,102.813,592.582,99.991,86.032,437.367,101.57
64,-21.882,636.728,941.31,-22.636,402.128,950.948,139.203,562.026,967.028,140.542,473.779,970.463,74.917,675.973,474.292,74.145,349.447,476.202,124.938,677.965,80.498,118.457,351.132,79.498,-69.207,664.581,50.738,-71.18,366.138,51.611,184.982,619.318,57.319,183.236,400.99,49.285,76.509,569.209,454.995,79.632,460.022,469.235,102.823,592.601,99.998,86.028,437.403,101.559
65,-21.872,636.763,941.314,-22.625,402.184,950.941,139.222,562.054,967.062,140.6,473.806,970.48,74.964,676.018,474.324,74.153,349.409,476.217,124.937,677.917,80.441,118.435,351.223,79.468,-69.212,664.614,50.724,-71.168,366.187,51.614,184.982,619.353,57.327,183.239,401.028,49.241,76.496,569.189,455.015,79.563,459.987,469.211,102.828,592.602,100.01,86.042,437.384,101.556
66,-21.812,636.751,941.355,-22.592,402.139,950.948,139.233,562.039,967.049,140.608,473.841,970.462,74.964,676.018,474.324,74.124,349.436,476.213,124.928,677.939,80.474,118.43,351.2,79.471,-69.197,664.613,50.714,-71.166,366.138,51.612,184.995,619.342,57.344,183.239,401.028,49.241,76.521,569.23,454.975,79.592,460.044,469.257,102.815,592.587,100.013,86.035,437.371,101.533
67,-21.802,636.769,941.368,-22.571,402.205,950.938,139.263,562.033,967.043,140.633,473.859,970.459,74.963,676.032,474.311,74.156,349.424,476.205,124.93,677.999,80.5,118.461,351.155,79.495,-69.227,664.576,50.723,-71.166,366.138,51.612,184.994,619.323,57.347,183.239,401.028,49.241,76.527,569.187,455.031,79.591,460.004,469.233,102.824,592.603,99.997,86.024,437.4,101.595
