,RASI_X,RASI_Y,RASI_Z,LASI_X,LASI_Y,LASI_Z,RPSI_X,RPSI_Y,RPSI_Z,LPSI_X,LPSI_Y,LPSI_Z,RKNE_X,RKNE_Y,RKNE_Z,LKNE_X,LKNE_Y,LKNE_Z,RANK_X,RANK_Y,RANK_Z,LANK_X,LANK_Y,LANK_Z,RTOE_X,RTOE_Y,RTOE_Z,LTOE_X,LTOE_Y,LTOE_Z,RHEE_X,RHEE_Y,RHEE_Z,LHEE_X,LHEE_Y,LHEE_Z,RKNE2_X,RKNE2_Y,RKNE2_Z,LKNE2_X,LKNE2_Y,LKNE2_Z,RANK2_X,RANK2_Y,RANK2_Z,LANK2_X,LANK2_Y,LANK2_Z
648,-24.609,636.514,941.089,-24.863,402.195,950.827,136.537,562.413,967.578,138.17,474.339,971.206,74.193,675.921,473.955,73.036,349.362,476.313,124.888,677.942,80.441,118.388,351.19,79.609,-69.201,664.617,50.66,-71.147,366.234,51.487,185.009,619.326,57.313,183.222,400.925,49.391,75.879,569.245,454.976,78.203,460.048,469.132,102.843,592.608,99.997,85.904,437.411,101.607
649,-24.657,636.529,941.067,-24.943,402.213,950.816,136.49,562.445,967.553,138.076,474.296,971.204,74.133,675.996,474.028,72.971,349.335,476.327,124.864,677.922,80.517,118.389,351.189,79.634,-69.237,664.638,50.681,-71.227,366.305,51.466,185.036,619.347,57.332,183.224,400.916,49.412,75.859,569.272,454.984,78.162,460.053,469.087,102.828,592.624,100.026,85.894,437.437,101.63
650,-24.712,636.558,941.087,-25.005,402.221,950.827,136.413,562.422,967.552,138.042,474.287,971.184,74.08,675.963,474.064,72.939,349.337,476.321,124.893,677.939,80.482,118.358,351.227,79.581,-69.206,664.606,50.66,-71.175,366.114,51.547,185.023,619.362,57.345,183.222,400.924,49.415,75.82,569.278,454.97,78.102,460.034,469.115,102.789,592.679,99.985,85.942,437.43,101.597
651,-24.8,636.525,941.057,-25.06,402.231,950.805,136.381,562.431,967.567,137.96,474.299,971.212,74.069,676.043,474.068,72.913,349.304,476.337,124.864,677.957,80.427,118.393,351.261,79.569,-69.227,664.645,50.641,-71.177,366.186,51.528,185.027,619.376,57.315,183.193,400.963,49.361,75.786,569.282,454.968,78.103,460.059,469.071,102.808,592.671,100.016,85.825,437.411,101.673
652,-24.814,636.529,941.05,-25.141,402.226,950.791,136.321,562.384,967.557,137.881,474.216,971.205,74.058,675.953,474.019,72.875,349.349,476.325,124.82,677.961,80.465,118.388,351.19,79.609,-69.193,664.647,50.643,-71.177,366.162,51.549,185.028,619.358,57.337,183.191,400.919,49.403,75.741,569.249,454.955,78.101,460.138,469.124,102.778,592.645,99.984,85.824,437.384,101.639
653,-24.882,636.562,941.064,-25.202,402.214,950.809,136.237,562.421,967.525,137.837,474.251,971.186,74.08,675.964,474.064,72.875,349.349,476.325,124.85,677.94,80.5,118.386,351.198,79.612,-69.201,664.64,50.657,-71.16,366.138,51.527,184.985,619.371,57.331,183.195,400.956,49.358,75.748,569.248,454.996,78.071,460.056,469.122,102.778,592.647,100.008,85.865,437.407,101.593
654,-24.968,636.583,941.048,-25.275,402.216,950.779,136.166,562.426,967.537,137.739,474.245,971.176,73.979,675.96,474.011,72.831,349.324,476.328,124.851,677.998,80.44,118.387,351.196,79.636,-69.176,664.71,50.596,-71.146,366.186,51.487,184.99,619.351,57.328,183.197,400.999,49.341,75.699,569.318,454.973,78.012,460.062,469.107,102.808,592.627,100.017,85.857,437.375,101.631
655,-25.001,636.546,941.037,-25.382,402.25,950.803,136.102,562.429,967.534,137.691,474.208,971.181,73.95,675.976,474.022,72.8,349.361,476.309,124.864,678.052,80.519,118.357,351.233,79.608,-69.169,664.634,50.652,-71.176,366.137,51.527,185.017,619.381,57.326,183.191,400.919,49.403,75.698,569.275,454.986,78.062,460.056,469.137,102.783,592.626,100.002,85.779,437.329,101.649
656,-25.084,636.593,941.046,-25.441,402.227,950.782,136.022,562.392,967.541,137.624,474.146,971.183,73.947,675.951,474.078,72.755,349.347,476.313,124.841,677.986,80.471,118.356,351.19,79.625,-69.233,664.665,50.633,-71.175,366.09,51.568,185.031,619.393,57.346,183.195,400.955,49.383,75.641,569.262,454.978,77.971,460.067,469.062,102.776,592.616,100.019,85.837,437.381,101.611
657,-25.137,636.596,941.026,-25.516,402.238,950.759,135.98,562.383,967.558,137.542,474.158,971.211,73.944,675.987,474.09,72.725,349.351,476.336,124.822,677.972,80.469,118.357,351.233,79.608,-69.19,664.664,50.625,-71.174,366.114,51.588,184.988,619.366,57.358,183.197,400.997,49.39,75.645,569.259,454.961,77.992,460.021,469.113,102.787,592.61,100.016,85.838,437.365,101.636
658,-25.188,636.567,940.999,-25.566,402.201,950.754,135.932,562.402,967.554,137.489,474.203,971.169,73.937,676.026,474.133,72.676,349.324,476.326,124.886,677.99,80.474,118.356,351.191,79.601,-69.213,664.593,50.656,-71.239,366.137,51.568,185.045,619.387,57.363,183.19,400.926,49.406,75.588,569.205,454.996,77.892,460.032,469.053,102.767,592.673,100.004,85.819,437.397,101.651
659,-25.212,636.633,941.017,-25.664,402.242,950.75,135.854,562.332,967.571,137.416,474.148,971.177,73.868,675.958,474.069,72.693,349.34,476.329,124.814,677.937,80.496,118.385,351.16,79.681,-69.245,664.614,50.649,-71.207,366.16,51.505,184.994,619.361,57.341,183.197,400.998,49.365,75.584,569.25,454.969,77.873,460.016,469.016,102.79,592.618,100.023,85.814,437.368,101.653
660,-25.343,636.54,941.0,-25.706,402.208,950.748,135.783,562.364,967.569,137.352,474.15,971.187,73.871,675.922,474.057,72.637,349.33,476.323,124.929,677.982,80.415,118.362,351.261,79.585,-69.183,664.644,50.633,-71.19,366.113,51.546,184.998,619.374,57.342,183.166,400.993,49.353,75.551,569.254,454.967,77.931,460.089,469.084,102.78,592.603,100.003,85.8,437.388,101.656
661,-25.349,636.617,941.008,-25.807,402.214,950.717,135.698,562.349,967.576,137.296,474.188,971.179,73.842,675.937,474.068,72.614,349.315,476.337,124.865,677.984,80.545,118.387,351.196,79.636,-69.211,664.643,50.63,-71.175,366.114,51.547,185.025,619.354,57.364,183.197,400.997,49.39,75.544,569.214,454.969,77.88,460.094,469.054,102.786,592.634,100.004,85.818,437.371,101.617
662,-25.431,636.625,940.981,-25.839,402.239,950.714,135.634,562.353,967.594,137.248,474.151,971.185,73.821,675.913,474.036,72.576,349.336,476.305,124.862,677.974,80.57,118.356,351.239,79.635,-69.217,664.635,50.651,-71.191,366.137,51.526,185.007,619.346,57.332,183.192,400.969,49.413,75.534,569.277,454.959,77.852,460.054,469.075,102.808,592.612,100.019,85.818,437.371,101.617
663,-25.499,636.609,941.0,-25.927,402.228,950.696,135.601,562.295,967.574,137.168,474.17,971.179,73.847,675.873,474.081,72.542,349.327,476.312,124.818,677.959,80.532,118.385,351.16,79.681,-69.232,664.58,50.64,-71.192,366.162,51.548,185.019,619.352,57.359,183.19,400.925,49.43,75.499,569.239,454.971,77.833,460.037,469.038,102.799,592.61,100.031,85.848,437.424,101.632
664,-25.571,636.645,941.005,-25.985,402.259,950.677,135.524,562.316,967.585,137.101,474.108,971.18,73.8,675.829,474.048,72.508,349.345,476.29,124.863,677.939,80.506,118.358,351.232,79.632,-69.24,664.595,50.687,-71.207,366.16,51.505,185.016,619.357,57.382,183.168,401.036,49.36,75.462,569.247,454.986,77.782,460.018,469.051,102.776,592.638,100.041,85.804,437.391,101.62
665,-25.659,636.546,941.027,-26.037,402.23,950.676,135.495,562.301,967.573,137.041,474.073,971.197,73.8,675.82,474.01,72.488,349.333,476.299,124.846,677.934,80.546,118.354,351.199,79.604,-69.262,664.566,50.685,-71.175,366.114,51.547,185.013,619.312,57.369,183.192,400.969,49.413,75.452,569.251,454.961,77.782,460.018,469.051,102.772,592.613,100.017,85.764,437.391,101.644
666,-25.647,636.622,941.019,-26.075,402.248,950.686,135.432,562.33,967.588,136.997,474.109,971.178,73.722,675.822,474.052,72.436,349.321,476.303,124.871,677.922,80.493,118.36,351.268,79.588,-69.227,664.618,50.662,-71.174,366.066,51.588,185.011,619.354,57.374,183.164,401.001,49.356,75.422,569.21,454.985,77.761,460.056,469.11,102.801,592.616,100.009,85.76,437.319,101.654
667,-25.646,636.654,940.971,-26.129,402.21,950.683,135.375,562.37,967.557,136.942,474.146,971.17,73.661,675.893,474.037,72.413,349.356,476.285,124.846,677.875,80.452,118.36,351.267,79.612,-69.234,664.62,50.646,-71.209,366.184,51.443,185.006,619.355,57.335,183.196,401.004,49.417,75.423,569.253,454.971,77.741,460.016,469.117,102.767,592.59,100.024,85.825,437.45,101.626
668,-25.761,636.599,940.981,-26.183,402.246,950.681,135.334,562.361,967.574,136.917,474.128,971.172,73.604,675.91,474.072,72.39,349.345,476.308,124.817,677.904,80.4,118.358,351.227,79.581,-69.217,664.592,50.655,-71.21,366.209,51.465,184.996,619.37,57.355,183.165,401.0,49.38,75.366,569.24,454.963,77.691,460.021,469.087,102.762,592.635,100.012,85.826,437.433,101.651
669,-25.806,636.595,940.959,-26.188,402.234,950.672,135.322,562.334,967.559,136.86,474.056,971.196,73.612,675.863,473.991,72.396,349.365,476.3,124.824,677.898,80.48,118.355,351.24,79.611,-69.222,664.592,50.683,-71.205,366.112,51.503,185.011,619.357,57.371,183.19,400.925,49.43,75.355,569.261,454.967,77.66,460.043,469.094,102.767,592.613,100.006,85.917,437.476,101.605
670,-25.829,636.631,940.995,-26.233,402.217,950.678,135.257,562.369,967.542,136.805,474.094,971.188,73.635,675.873,474.035,72.351,349.351,476.304,124.803,677.876,80.47,118.358,351.231,79.657,-69.23,664.56,50.68,-71.238,366.089,51.566,185.019,619.349,57.376,183.194,400.96,49.434,75.317,569.227,454.996,77.66,460.018,469.138,102.762,592.61,100.006,85.813,437.384,101.628
671,-25.89,636.643,941.007,-26.284,402.211,950.688,135.195,562.367,967.56,136.773,474.15,971.177,73.611,675.885,474.016,72.355,349.349,476.315,124.802,677.936,80.496,118.355,351.196,79.652,-69.205,664.656,50.635,-71.205,366.089,51.566,185.0,619.365,57.36,183.19,400.975,49.44,75.279,569.276,454.967,77.641,460.002,469.1,102.776,592.641,100.006,85.874,437.401,101.601
672,-25.95,636.654,940.979,-26.307,402.201,950.662,135.161,562.394,967.56,136.735,474.069,971.182,73.526,675.908,474.025,72.311,349.323,476.319,124.829,677.903,80.438,118.323,351.198,79.644,-69.203,664.657,50.597,-71.191,366.113,51.546,184.985,619.377,57.372,183.188,400.933,49.433,75.318,569.269,454.982,77.679,460.059,469.131,102.765,592.609,100.029,85.807,437.401,101.678
673,-25.989,636.663,941.004,-26.328,402.197,950.667,135.129,562.376,967.557,136.703,474.159,971.194,73.513,676.019,474.093,72.315,349.357,476.292,124.83,678.008,80.503,118.352,351.161,79.672,-69.2,664.641,50.619,-71.192,366.185,51.485,184.987,619.371,57.384,183.163,401.007,49.383,75.258,569.26,454.99,77.61,460.024,469.108,102.774,592.608,100.051,85.834,437.443,101.635
674,-26.046,636.591,941.003,-26.362,402.195,950.666,135.099,562.366,967.561,136.661,474.115,971.192,73.498,675.919,474.087,72.319,349.352,476.299,124.791,677.964,80.545,118.355,351.196,79.652,-69.21,664.614,50.63,-71.193,366.161,51.507,185.01,619.388,57.376,183.193,400.967,49.461,75.206,569.245,454.994,77.61,460.024,469.108,102.761,592.62,100.02,85.8,437.388,101.656
675,-26.053,636.635,941.0,-26.383,402.207,950.644,135.058,562.368,967.542,136.639,474.161,971.204,73.507,675.866,474.057,72.312,349.357,476.301,124.802,677.933,80.477,118.352,351.162,79.648,-69.223,664.626,50.643,-71.177,366.114,51.548,185.018,619.319,57.395,183.194,400.96,49.434,75.21,569.241,454.977,77.61,460.024,469.108,102.742,592.61,100.026,85.801,437.411,101.634
676,-26.042,636.645,941.018,-26.437,402.187,950.649,135.031,562.365,967.578,136.612,474.078,971.198,73.481,675.836,474.018,72.267,349.346,476.31,124.846,677.876,80.453,118.354,351.159,79.721,-69.228,664.587,50.658,-71.208,366.137,51.526,185.008,619.37,57.402,183.19,400.924,49.454,75.185,569.229,455.016,77.598,460.086,469.108,102.786,592.619,100.011,85.833,437.417,101.601
677,-26.083,636.602,940.998,-26.446,402.187,950.621,135.003,562.426,967.556,136.609,474.116,971.191,73.478,675.864,473.992,72.283,349.361,476.29,124.863,677.897,80.47,118.356,351.19,79.625,-69.231,664.577,50.689,-71.176,366.137,51.527,184.973,619.343,57.366,183.196,401.004,49.417,75.192,569.222,454.983,77.55,460.029,469.092,102.776,592.618,100.023,85.848,437.424,101.632
678,-26.133,636.581,941.017,-26.445,402.148,950.633,135.0,562.38,967.537,136.581,474.134,971.187,73.391,675.923,474.014,72.262,349.363,476.303,124.849,677.917,80.472,118.354,351.159,79.721,-69.224,664.591,50.656,-71.192,366.161,51.505,185.025,619.345,57.386,183.171,401.077,49.391,75.177,569.288,454.962,77.579,460.046,469.115,102.764,592.568,100.024,85.848,437.424,101.632
679,-26.111,636.621,940.987,-26.456,402.181,950.616,134.976,562.359,967.551,136.557,474.116,971.189,73.362,675.938,474.025,72.248,349.367,476.301,124.838,677.949,80.54,118.355,351.196,79.652,-69.224,664.603,50.647,-71.16,366.114,51.548,184.968,619.326,57.388,183.192,400.968,49.437,75.151,569.234,455.014,77.509,460.01,469.091,102.785,592.606,100.043,85.855,437.391,101.606
680,-26.145,636.656,941.002,-26.513,402.148,950.605,134.942,562.464,967.534,136.553,474.153,971.183,73.362,675.938,474.025,72.254,349.347,476.328,124.883,678.009,80.55,118.354,351.198,79.628,-69.218,664.627,50.643,-71.178,366.162,51.507,184.979,619.32,57.38,183.198,400.996,49.414,75.137,569.211,455.004,77.531,459.989,469.098,102.734,592.591,100.045,85.781,437.378,101.661
681,-26.128,636.651,941.006,-26.51,402.177,950.606,134.943,562.355,967.555,136.529,474.135,971.185,73.302,675.991,474.073,72.229,349.388,476.293,124.882,677.933,80.534,118.356,351.195,79.677,-69.265,664.594,50.654,-71.177,366.138,51.569,184.978,619.334,57.395,183.155,400.936,49.424,75.13,569.259,454.994,77.54,460.013,469.04,102.747,592.615,100.032,85.755,437.332,101.666
682,-26.1,636.737,941.015,-26.521,402.19,950.608,134.935,562.401,967.545,136.495,474.126,971.166,73.324,676.015,474.104,72.225,349.388,476.279,124.865,677.86,80.439,118.353,351.16,79.697,-69.244,664.605,50.648,-71.176,366.114,51.547,185.018,619.359,57.374,183.161,400.964,49.401,75.15,569.232,454.985,77.54,460.013,469.04,102.732,592.618,100.029,85.769,437.312,101.663
683,-26.057,636.755,940.98,-26.543,402.158,950.603,134.894,562.417,967.558,136.477,474.135,971.184,73.375,676.01,474.137,72.245,349.366,476.312,124.867,677.929,80.508,118.349,351.132,79.72,-69.22,664.643,50.658,-71.174,366.042,51.609,184.986,619.338,57.382,183.165,401.0,49.38,75.169,569.253,455.008,77.547,460.067,469.122,102.736,592.645,100.017,85.718,437.335,101.654
684,-26.068,636.772,940.987,-26.586,402.186,950.597,134.895,562.347,967.57,136.469,474.1,971.202,73.401,675.857,473.996,72.225,349.388,476.279,124.865,677.933,80.56,118.329,351.266,79.653,-69.222,664.626,50.642,-71.208,366.113,51.547,185.009,619.34,57.387,183.194,400.96,49.434,75.169,569.253,455.008,77.547,460.068,469.122,102.765,592.644,100.019,85.763,437.368,101.666
685,-26.127,636.695,940.982,-26.585,402.236,950.581,134.917,562.322,967.558,136.468,474.202,971.204,73.388,675.959,474.026,72.216,349.368,476.296,124.85,677.926,80.514,118.356,351.195,79.677,-69.222,664.611,50.654,-71.178,366.162,51.507,184.991,619.342,57.384,183.168,401.036,49.36,75.15,569.232,454.985,77.567,460.084,469.159,102.755,592.627,100.034,85.785,437.381,101.625
686,-26.118,636.754,940.977,-26.598,402.214,950.573,134.889,562.377,967.56,136.42,474.063,971.207,73.396,675.92,473.983,72.2,349.389,476.278,124.845,677.911,80.518,118.351,351.167,79.7,-69.216,664.602,50.625,-71.16,366.114,51.548,184.984,619.337,57.401,183.194,400.96,49.434,75.167,569.251,454.979,77.559,460.005,469.121,102.787,592.598,100.046,85.801,437.411,101.634
687,-26.117,636.739,940.996,-26.648,402.204,950.581,134.874,562.344,967.576,136.417,474.1,971.201,73.466,675.961,474.073,72.203,349.353,476.306,124.864,677.962,80.517,118.325,351.233,79.624,-69.214,664.607,50.682,-71.145,366.113,51.506,184.997,619.342,57.378,183.192,400.968,49.437,75.173,569.249,454.992,77.598,460.062,469.152,102.76,592.626,100.044,85.772,437.384,101.652
688,-26.085,636.788,940.968,-26.659,402.184,950.548,134.889,562.295,967.566,136.417,474.1,971.201,73.492,675.987,474.023,72.192,349.355,476.291,124.83,677.991,80.583,118.323,351.24,79.627,-69.216,664.627,50.642,-71.194,366.185,51.486,185.011,619.372,57.379,183.217,400.895,49.463,75.166,569.25,454.95,77.579,460.046,469.114,102.782,592.62,100.052,85.723,437.365,101.652
689,-26.154,636.707,940.985,-26.673,402.216,950.544,134.905,562.337,967.578,136.362,474.036,971.191,73.472,675.95,474.004,72.205,349.375,476.288,124.839,677.998,80.599,118.326,351.276,79.607,-69.222,664.608,50.672,-71.178,366.162,51.507,184.989,619.337,57.373,183.198,400.996,49.414,75.205,569.244,454.965,77.588,460.046,469.1,102.779,592.636,100.038,85.791,437.394,101.647
690,-26.192,636.668,941.014,-26.686,402.2,950.541,134.92,562.299,967.59,136.4,474.117,971.185,73.489,675.971,474.117,72.193,349.394,476.28,124.848,677.938,80.481,118.328,351.224,79.646,-69.234,664.571,50.67,-71.193,366.115,51.59,184.998,619.355,57.366,183.161,400.965,49.376,75.156,569.273,454.984,77.607,460.062,469.137,102.797,592.581,100.041,85.863,437.469,101.616
691,-26.153,636.709,941.009,-26.698,402.223,950.544,134.918,562.28,967.577,136.37,474.071,971.173,73.514,675.997,474.067,72.193,349.394,476.28,124.796,677.953,80.546,118.353,351.16,79.697,-69.205,664.63,50.657,-71.209,366.137,51.526,184.989,619.36,57.364,183.156,400.935,49.448,75.134,569.256,454.977,77.559,460.03,469.077,102.799,592.612,100.03,85.833,437.417,101.601
692,-26.133,636.745,941.02,-26.683,402.224,950.536,134.863,562.315,967.567,136.38,474.061,971.195,73.496,675.937,474.023,72.16,349.362,476.292,124.839,677.955,80.494,118.328,351.268,79.604,-69.222,664.611,50.655,-71.177,366.137,51.527,185.008,619.355,57.39,183.197,400.997,49.39,75.165,569.298,454.982,77.617,460.103,469.145,102.755,592.612,100.036,85.815,437.433,101.64
693,-26.125,636.69,941.021,-26.694,402.203,950.533,134.844,562.308,967.562,136.4,474.117,971.185,73.409,675.983,474.057,72.192,349.355,476.291,124.847,677.956,80.557,118.355,351.196,79.652,-69.2,664.622,50.649,-71.208,366.16,51.505,184.979,619.368,57.382,183.194,400.961,49.41,75.155,569.271,454.955,77.579,460.046,469.114,102.796,592.598,100.01,85.812,437.453,101.654
694,-26.142,636.725,941.016,-26.732,402.188,950.541,134.869,562.328,967.585,136.376,474.098,971.188,73.435,676.004,474.059,72.16,349.362,476.292,124.783,677.983,80.559,118.352,351.118,79.69,-69.2,664.649,50.628,-71.162,366.162,51.507,184.998,619.345,57.381,183.192,400.968,49.437,75.149,569.321,454.974,77.588,460.046,469.1,102.787,592.635,100.002,85.788,437.391,101.684
695,-26.168,636.724,941.043,-26.733,402.19,950.541,134.897,562.218,967.586,136.394,474.09,971.17,73.522,675.95,473.986,72.182,349.361,476.307,124.858,677.923,80.492,118.328,351.268,79.604,-69.192,664.566,50.637,-71.196,366.21,51.508,185.001,619.361,57.366,183.194,400.96,49.434,75.139,569.253,454.99,77.61,460.024,469.107,102.744,592.627,100.017,85.765,437.348,101.652
696,-26.109,636.761,941.027,-26.682,402.21,950.536,134.893,562.297,967.594,136.376,474.098,971.188,73.522,675.95,473.986,72.205,349.376,476.288,124.861,677.937,80.486,118.32,351.162,79.664,-69.233,664.602,50.675,-71.196,366.234,51.488,184.971,619.342,57.385,183.197,400.997,49.39,75.158,569.315,454.97,77.629,460.041,469.144,102.757,592.617,100.013,85.854,437.437,101.654
697,-26.075,636.748,941.019,-26.706,402.255,950.514,134.885,562.317,967.599,136.38,474.061,971.195,73.475,675.914,473.992,72.161,349.398,476.278,124.836,677.986,80.537,118.324,351.239,79.651,-69.222,664.626,50.642,-71.18,366.186,51.529,184.967,619.352,57.368,183.225,400.914,49.461,75.114,569.283,454.986,77.607,460.087,469.093,102.768,592.636,100.022,85.804,437.391,101.62
698,-26.06,636.796,941.016,-26.695,402.189,950.536,134.891,562.276,967.587,136.392,474.082,971.203,73.462,676.016,474.021,72.176,349.379,476.276,124.86,677.968,80.531,118.326,351.232,79.648,-69.217,664.658,50.648,-71.193,366.185,51.485,184.986,619.35,57.382,183.165,400.999,49.404,75.169,569.253,455.008,77.638,460.065,469.086,102.775,592.609,100.05,85.944,437.519,101.562
699,-26.041,636.76,941.039,-26.719,402.285,950.498,134.891,562.276,967.587,136.392,474.082,971.203,73.43,676.059,474.007,72.165,349.401,476.297,124.88,677.958,80.471,118.323,351.196,79.668,-69.222,664.611,50.655,-71.207,366.09,51.609,184.994,619.362,57.379,183.193,400.962,49.386,75.14,569.296,454.976,77.567,460.108,469.115,102.747,592.626,100.04,85.848,437.424,101.632
700,-26.083,636.819,941.027,-26.706,402.209,950.512,134.903,562.329,967.587,136.392,474.082,971.203,73.604,675.968,473.939,72.168,349.396,476.28,124.834,677.941,80.499,118.356,351.195,79.677,-69.254,664.617,50.66,-71.191,366.113,51.546,185.006,619.334,57.378,183.198,400.996,49.414,75.149,569.28,455.017,77.547,460.068,469.121,102.754,592.635,100.023,85.781,437.378,101.661
701,-26.069,636.802,941.022,-26.716,402.233,950.508,134.879,562.333,967.597,136.379,474.163,971.197,73.538,676.028,473.966,72.181,349.414,476.273,124.865,677.942,80.475,118.353,351.16,79.697,-69.227,664.622,50.646,-71.147,366.162,51.507,184.985,619.336,57.365,183.163,401.007,49.383,75.174,569.292,454.978,77.567,460.108,469.115,102.762,592.624,100.043,85.82,437.42,101.628
702,-26.113,636.786,941.025,-26.727,402.241,950.505,134.877,562.354,967.597,136.389,474.119,971.197,73.493,675.974,474.036,72.191,349.433,476.28,124.788,678.022,80.458,118.325,351.234,79.6,-69.215,664.609,50.671,-71.178,366.138,51.528,185.004,619.346,57.378,183.201,401.032,49.394,75.211,569.332,454.995,77.587,460.149,469.108,102.786,592.646,100.016,85.829,437.414,101.637
703,-26.102,636.812,941.051,-26.724,402.24,950.494,134.846,562.329,967.601,136.368,474.063,971.206,73.493,675.974,474.036,72.229,349.388,476.293,124.791,677.942,80.516,118.356,351.195,79.677,-69.239,664.563,50.691,-71.147,366.163,51.55,184.997,619.307,57.396,183.197,400.997,49.39,75.213,569.285,454.993,77.614,460.141,469.175,102.786,592.621,100.01,85.757,437.381,101.678
704,-26.07,636.874,941.049,-26.699,402.23,950.484,134.854,562.353,967.603,136.403,474.182,971.194,73.493,675.974,474.036,72.231,349.389,476.283,124.848,677.938,80.481,118.323,351.198,79.644,-69.271,664.618,50.672,-71.161,366.138,51.527,185.023,619.336,57.395,183.192,400.969,49.413,75.213,569.285,454.993,77.557,460.068,469.107,102.785,592.631,100.024,85.791,437.433,101.6
705,-26.104,636.808,941.002,-26.709,402.251,950.478,134.859,562.356,967.62,136.371,474.128,971.215,73.535,676.073,474.017,72.246,349.406,476.301,124.822,678.019,80.509,118.351,351.167,79.7,-69.217,664.593,50.656,-71.161,366.138,51.527,185.021,619.358,57.379,183.197,400.998,49.365,75.188,569.315,454.989,77.595,460.125,469.137,102.76,592.593,100.053,85.82,437.42,101.629
706,-26.077,636.811,940.999,-26.729,402.233,950.478,134.845,562.374,967.63,136.346,474.11,971.217,73.508,676.075,474.041,72.27,349.419,476.306,124.847,677.955,80.47,118.351,351.167,79.7,-69.214,664.682,50.643,-71.161,366.138,51.527,185.003,619.347,57.387,183.193,400.962,49.386,75.193,569.312,455.001,77.595,460.125,469.137,102.758,592.596,100.054,85.835,437.424,101.603
707,-26.112,636.794,941.038,-26.728,402.237,950.461,134.855,562.347,967.62,136.344,474.045,971.209,73.55,675.957,474.0,72.266,349.422,476.295,124.949,677.989,80.506,118.351,351.169,79.675,-69.233,664.636,50.663,-71.161,366.114,51.548,184.999,619.387,57.37,183.197,400.997,49.39,75.188,569.315,454.989,77.686,460.122,469.102,102.775,592.609,100.049,85.834,437.401,101.626
708,-26.117,636.833,941.035,-26.729,402.278,950.453,134.864,562.301,967.635,136.362,474.093,971.233,73.533,676.057,474.111,72.258,349.443,476.306,124.87,677.941,80.483,118.358,351.232,79.632,-69.21,664.667,50.627,-71.178,366.162,51.549,185.028,619.366,57.358,183.197,400.997,49.389,75.227,569.35,454.96,77.646,460.168,469.08,102.777,592.606,100.048,85.795,437.358,101.658
709,-26.098,636.876,941.031,-26.732,402.27,950.448,134.862,562.372,967.644,136.365,474.158,971.241,73.542,676.005,474.081,72.257,349.442,476.278,124.869,677.92,80.474,118.358,351.232,79.632,-69.195,664.615,50.641,-71.163,366.138,51.528,184.985,619.353,57.37,183.196,401.005,49.392,75.218,569.314,455.007,77.667,460.106,469.064,102.74,592.631,100.035,85.829,437.414,101.637
710,-26.091,636.863,941.024,-26.716,402.293,950.453,134.86,562.312,967.65,136.341,474.139,971.244,73.542,676.005,474.081,72.281,349.406,476.297,124.795,677.923,80.534,118.351,351.167,79.699,-69.204,664.664,50.644,-71.163,366.186,51.529,185.005,619.361,57.358,183.198,400.996,49.414,75.25,569.367,454.967,77.726,460.101,469.08,102.757,592.604,100.044,85.796,437.424,101.645
711,-26.101,636.862,941.017,-26.729,402.305,950.427,134.861,562.326,967.65,136.367,474.165,971.208,73.54,676.018,474.068,72.286,349.44,476.293,124.894,677.927,80.497,118.38,351.132,79.704,-69.234,664.605,50.659,-71.176,366.114,51.547,185.003,619.377,57.371,183.193,400.962,49.385,75.225,569.354,455.006,77.714,460.139,469.124,102.778,592.622,100.045,85.818,437.371,101.617
712,-26.092,636.906,941.031,-26.766,402.281,950.435,134.855,562.324,967.655,136.341,474.139,971.244,73.514,676.058,474.024,72.324,349.453,476.284,124.894,677.927,80.497,118.353,351.16,79.697,-69.189,664.602,50.666,-71.177,366.137,51.527,185.002,619.344,57.369,183.194,400.961,49.41,75.227,569.308,455.003,77.666,460.082,469.108,102.775,592.61,100.049,85.824,437.424,101.592
713,-26.04,636.937,940.992,-26.739,402.308,950.416,134.842,562.343,967.669,136.371,474.185,971.257,73.536,676.068,474.068,72.302,349.418,476.312,124.908,678.003,80.518,118.356,351.195,79.677,-69.205,664.607,50.66,-71.162,366.163,51.549,185.028,619.384,57.381,183.197,400.997,49.389,75.262,569.347,454.991,77.676,460.098,469.16,102.764,592.639,100.034,85.769,437.381,101.689
714,-26.069,636.933,941.025,-26.765,402.279,950.428,134.855,562.324,967.655,136.308,474.086,971.265,73.538,676.054,474.081,72.251,349.448,476.309,124.838,677.954,80.561,118.356,351.195,79.677,-69.191,664.611,50.668,-71.178,366.115,51.591,185.007,619.375,57.4,183.19,400.925,49.43,75.207,569.335,455.012,77.667,460.106,469.064,102.76,592.612,100.051,85.802,437.371,101.681
715,-26.01,637.038,941.02,-26.746,402.279,950.431,134.841,562.304,967.677,136.308,474.086,971.265,73.568,676.017,474.044,72.261,349.5,476.27,124.845,677.929,80.507,118.358,351.232,79.632,-69.217,664.601,50.664,-71.196,366.211,51.551,185.004,619.329,57.385,183.2,401.04,49.396,75.264,569.348,455.02,77.667,460.106,469.064,102.777,592.606,100.048,85.804,437.391,101.62
