Type,Timestamp,X,Y,Z,Gyro_X,Gyro_Y,Gyro_Z
ags,76724070,159,36,11188,-21,60,-117
ags,76724080,164,41,11219,-12,72,-108
ags,76724090,215,22,11195,-24,56,-117
ags,76724100,127,51,11178,-27,69,-117
ags,76724110,132,9,11168,-9,72,-108
ags,76724120,198,41,11173,-9,87,-114
ags,76724130,127,19,11222,-9,69,-108
ags,76724140,157,39,11175,-21,56,-132
ags,76724150,188,48,11190,-24,69,-111
ags,76724160,159,36,11210,-15,78,-108
ags,76724170,161,26,11190,-9,69,-132
ags,76724180,135,12,11205,-3,78,-120
ags,76724190,181,22,11166,-6,50,-96
ags,76724200,183,-5,11185,-18,69,-126
ags,76724210,152,-22,11156,-18,69,-96
ags,76724220,176,61,11166,-21,81,-96
ags,76724230,154,17,11188,-15,81,-111
ags,76724240,186,19,11149,-21,72,-123
ags,76724250,117,56,11212,3,78,-105
ags,76724260,142,44,11212,-15,78,-129
ags,76724270,169,39,11224,-30,72,-120
ags,76724280,176,48,11205,-18,56,-114
ags,76724290,142,0,11215,-24,66,-114
ags,76724300,169,29,11207,-30,60,-114
ags,76724310,135,-25,11163,-12,69,-132
ags,76724320,149,14,11217,-6,66,-117
ags,76724330,152,24,11212,-27,66,-129
ags,76724340,198,46,11197,-9,66,-123
ags,76724350,169,31,11173,-24,63,-105
ags,76724360,186,4,11190,-15,66,-117
ags,76724370,178,31,11237,-27,75,-117
ags,76724380,171,66,11217,-27,72,-138
ags,76724390,152,17,11261,-18,53,-108
ags,76724400,169,17,11258,-18,56,-111
ags,76724410,196,31,11171,-33,60,-114
ags,76724420,144,17,11193,-12,50,-111
ags,76724430,154,36,11271,-12,84,-114
ags,76724440,200,-17,11224,-6,87,-108
ags,76724450,120,34,11237,-18,78,-126
ags,76724460,159,83,11224,-21,84,-129
ags,76724470,159,34,11222,-6,53,-90
ags,76724480,110,31,11212,-9,56,-111
ags,76724490,154,14,11254,-27,90,-108
ags,76724500,152,61,11224,-21,60,-105
ags,76724510,169,17,11251,-15,63,-108
ags,76724520,181,12,11175,-24,66,-96
ags,76724530,174,48,11149,0,69,-123
ags,76724540,200,-10,11215,-24,84,-123
ags,76724550,157,34,11195,-24,84,-102
ags,76724560,147,12,11234,-21,78,-114
ags,76724570,176,24,11244,-12,72,-108
ags,76724580,169,14,11205,-27,75,-108
ags,76724590,147,22,11210,-12,72,-108
ags,76724600,181,53,11246,-18,78,-105
ags,76724610,127,48,11219,-27,72,-120
ags,76724620,174,31,11202,-15,84,-114
ags,76724630,132,39,11217,-18,78,-120
ags,76724640,188,26,11202,-40,93,-120
ags,76724650,135,48,11207,-18,56,-90
ags,76724660,139,31,11320,-18,63,-120
ags,76724670,227,36,11163,-21,69,-123
ags,76724680,139,2,11212,-24,81,-111
ags,76724690,149,44,11261,-27,75,-111
ags,76724700,186,29,11224,-18,78,-105
ags,76724710,183,48,11298,-24,56,-129
ags,76724720,144,61,11127,-18,72,-120
ags,76724730,152,73,11258,-9,63,-129
ags,76724740,161,29,11205,-18,81,-123
ags,76724750,157,7,11256,-6,81,-111
ags,76724760,169,41,11234,-21,56,-114
ags,76724770,144,63,11200,-15,84,-99
ags,76724780,178,7,11163,-6,72,-120
ags,76724790,135,56,11183,-12,63,-117
ags,76724800,154,63,11195,-24,78,-114
ags,76724810,181,19,11185,-12,56,-120
ags,76724820,198,41,11224,-6,75,-102
ags,76724830,157,61,11180,-18,60,-123
ags,76724840,132,46,11241,-24,69,-105
ags,76724850,171,22,11200,-27,75,-108
ags,76724860,174,48,11210,-24,81,-120
ags,76724870,166,41,11266,-12,72,-108
ags,76724880,188,7,11295,-15,53,-86
ags,76724890,166,26,11288,-27,63,-108
ags,76724900,169,26,11239,-30,66,-114
ags,76724910,166,48,11197,-18,75,-123
ags,76724920,171,29,11256,-18,56,-123
ags,76724930,113,31,11283,-18,66,-111
ags,76724940,213,53,11185,-6,66,-105
ags,76724950,166,66,11168,-15,63,-123
ags,76724960,137,31,11237,-18,72,-123
ags,76724970,149,29,11202,-30,56,-108
ags,76724980,117,39,11161,12,81,-123
ags,76724990,157,26,11205,-12,63,-123
ags,76725000,152,31,11237,-9,53,-141
ags,76725010,161,44,11249,-21,56,-111
ags,76725020,176,34,11249,-33,66,-126
ags,76725030,183,14,11190,-6,69,-120
ags,76725040,154,58,11234,-24,69,-117
ags,76725050,137,36,11180,-6,53,-129
ags,76725060,164,36,11266,-18,66,-111
ags,76725070,144,17,11239,-27,56,-117
ags,76725080,169,19,11205,-15,50,-96
ags,76725090,132,22,11149,0,56,-105
ags,76725100,178,24,11239,-27,75,-129
ags,76725110,122,17,11185,-18,60,-105
ags,76725120,157,34,11175,-18,72,-120
ags,76725130,152,29,11239,-18,66,-102
ags,76725140,159,29,11200,-27,63,-114
ags,76725150,159,31,11210,-9,75,-105
ags,76725160,166,31,11197,-15,66,-99
ags,76725170,164,41,11151,-9,72,-117
ags,76725180,193,83,11266,-3,69,-126
ags,76725190,157,53,11229,-18,50,-105
ags,76725200,178,-10,11276,-9,78,-111
ags,76725210,142,19,11278,-15,63,-114
ags,76725220,157,75,11200,-24,63,-120
ags,76725230,137,9,11215,-15,84,-138
ags,76725240,205,14,11263,-24,81,-126
ags,76725250,166,36,11239,-6,50,-123
ags,76725260,127,61,11261,-30,84,-120
ags,76725270,166,12,11207,-9,63,-114
ags,76725280,117,22,11171,-24,69,-114
ags,76725290,176,26,11229,-12,50,-123
ags,76725300,130,39,11205,-24,66,-114
ags,76725310,183,14,11197,-21,78,-120
ags,76725320,174,17,11249,-30,81,-123
ags,76725330,169,68,11222,-21,78,-123
ags,76725340,149,44,11307,-15,53,-111
ags,76725350,171,17,11222,-15,56,-105
ags,76725360,149,22,11217,-12,66,-117
ags,76725370,135,39,11239,-27,53,-117
ags,76725380,157,36,11234,-12,56,-123
ags,76725390,137,31,11210,-9,72,-105
ags,76725400,152,31,11219,-18,72,-117
ags,76725410,159,36,11207,-15,96,-129
ags,76725420,171,-5,11183,-33,66,-141
ags,76725430,200,14,11217,-15,66,-120
ags,76725440,154,29,11256,-6,75,-114
ags,76725450,139,73,11224,-9,72,-114
ags,76725460,164,19,11258,-24,50,-114
ags,76725470,147,4,11178,-9,84,-108
ags,76725480,183,29,11239,-24,90,-99
ags,76725490,154,4,11180,-30,56,-114
ags,76725500,152,26,11227,-27,75,-120
ags,76725510,178,63,11161,-27,78,-96
ags,76725520,200,46,11256,-43,78,-108
ags,76725530,196,17,11246,-3,81,-117
ags,76725540,181,51,11219,-15,84,-117
ags,76725550,117,4,11212,-12,84,-111
ags,76725560,200,31,11249,-27,53,-120
ags,76725570,154,53,11234,-9,78,-123
ags,76725580,132,39,11207,-37,53,-117
ags,76725590,174,26,11202,-24,69,-117
ags,76725600,164,31,11222,-6,60,-111
ags,76725610,157,39,11215,-15,69,-96
ags,76725620,130,12,11229,-33,66,-123
ags,76725630,159,44,11202,-37,75,-108
ags,76725640,169,29,11290,-15,72,-102
ags,76725650,164,51,11307,-33,75,-105
ags,76725660,154,46,11173,-37,78,-126
ags,76725670,157,19,11239,-15,69,-129
ags,76725680,149,-5,11229,-15,78,-120
ags,76725690,110,22,11222,-6,53,-117
ags,76725700,166,36,11205,-21,66,-102
ags,76725710,169,19,11171,-9,78,-117
ags,76725720,169,31,11234,-6,81,-105
ags,76725730,164,29,11244,-9,60,-114
ags,76725740,176,41,11315,-15,69,-114
ags,76725750,159,2,11229,-15,66,-111
ags,76725760,176,36,11200,-9,78,-105
ags,76725770,181,51,11251,-9,66,-117
ags,76725780,152,41,11185,-9,75,-114
ags,76725790,98,17,11266,-21,60,-114
ags,76725800,171,19,11227,-18,84,-117
ags,76725810,200,46,11224,3,75,-132
ags,76725820,152,53,11210,-12,78,-90
ags,76725830,164,17,11285,-3,56,-117
ags,76725840,188,34,11280,-21,60,-126
ags,76725850,132,17,11261,-21,75,-126
ags,76725860,142,26,11241,-15,84,-114
ags,76725870,161,51,11261,-37,72,-120
ags,76725880,215,22,11256,-33,72,-120
ags,76725890,154,36,11283,-21,44,-120
ags,76725900,191,70,11232,-27,63,-111
ags,76725910,127,4,11241,-27,75,-111
ags,76725920,174,34,11215,-21,47,-108
ags,76725930,147,36,11200,-6,87,-99
ags,76725940,174,12,11210,-43,72,-114
ags,76725950,154,36,11268,-6,78,-126
ags,76725960,142,36,11227,-9,72,-108
ags,76725970,161,41,11158,-12,60,-96
ags,76725980,152,51,11212,9,75,-102
ags,76725990,166,75,11210,-6,60,-90
ags,76726000,166,17,11222,-24,87,-111
ags,76726010,176,12,11197,-30,53,-129
ags,76726020,178,19,11241,0,81,-108
ags,76726030,154,22,11217,3,69,-90
ags,76726040,154,12,11210,-27,69,-114
ags,76726050,205,63,11263,-21,72,-117
ags,76726060,178,7,11222,-9,47,-114
ags,76726070,144,34,11222,-15,63,-105
ags,76726080,166,2,11241,-27,63,-93
ags,76726090,159,44,11237,-21,63,-105
ags,76726100,181,14,11193,-30,84,-123
ags,76726110,171,66,11163,-9,60,-117
ags,76726120,166,14,11178,-30,69,-96
ags,76726130,171,-5,11229,-21,69,-114
ags,76726140,178,9,11261,-21,78,-117
ags,76726150,154,12,11241,-24,63,-105
ags,76726160,110,46,11246,-18,75,-111
ags,76726170,191,34,11188,-27,81,-99
ags,76726180,132,29,11215,-24,66,-105
ags,76726190,135,29,11212,-33,47,-117
ags,76726200,130,51,11210,-12,75,-141
ags,76726210,142,12,11232,-12,75,-108
ags,76726220,135,39,11219,-18,47,-111
ags,76726230,157,22,11180,-30,53,-126
ags,76726240,181,29,11237,-18,81,-96
ags,76726250,164,73,11149,-21,69,-108
ags,76726260,186,26,11219,-12,63,-117
ags,76726270,164,44,11258,-12,72,-105
ags,76726280,149,7,11232,-27,69,-102
ags,76726290,159,9,11241,-9,72,-132
ags,76726300,122,-5,11241,-21,56,-117
ags,76726310,137,68,11205,3,50,-108
ags,76726320,203,31,11200,-15,81,-117
ags,76726330,203,34,11224,3,53,-117
ags,76726340,139,0,11234,-6,72,-120
ags,76726350,132,31,11217,-18,75,-102
ags,76726360,181,12,11195,-3,72,-111
ags,76726370,152,41,11215,-12,81,-93
ags,76726380,164,19,11171,-18,72,-114
ags,76726390,174,17,11185,-6,56,-102
ags,76726400,213,39,11183,-9,60,-102
ags,76726410,142,39,11219,-15,75,-120
ags,76726420,161,26,11212,-6,69,-114
ags,76726430,171,24,11271,-3,69,-117
ags,76726440,215,12,11232,-9,53,-114
ags,76726450,139,44,11210,-30,69,-108
ags,76726460,149,114,11258,-9,78,-93
ags,76726470,152,51,11205,-21,66,-114
ags,76726480,139,34,11207,-33,78,-111
ags,76726490,139,26,11168,-27,56,-117
ags,76726500,191,95,11141,-18,66,-111
ags,76726510,147,36,11258,-21,63,-99
ags,76726520,161,19,11239,-21,56,-120
ags,76726530,169,17,11222,-24,56,-108
ags,76726540,154,22,11175,-21,44,-108
ags,76726550,152,2,11227,-9,63,-114
ags,76726560,132,12,11224,-12,90,-102
ags,76726570,164,41,11217,-24,60,-120
ags,76726580,113,26,11241,-12,78,-126
ags,76726590,144,46,11258,-24,72,-129
ags,76726600,176,26,11161,-3,81,-126
ags,76726610,154,39,11241,-18,75,-126
ags,76726620,139,46,11237,-21,93,-108
ags,76726630,169,22,11168,-21,75,-126
ags,76726640,113,58,11215,-6,78,-111
ags,76726650,176,22,11241,-15,41,-114
ags,76726660,154,-10,11200,-6,63,-123
ags,76726670,147,48,11244,-37,72,-132
ags,76726680,164,36,11183,-12,75,-83
ags,76726690,188,29,11217,-24,66,-117
ags,76726700,130,46,11237,-15,69,-135
ags,76726710,154,61,11190,-27,81,-117
ags,76726720,137,36,11246,-15,63,-117
ags,76726730,139,46,11239,-18,66,-96
ags,76726740,132,36,11219,-18,69,-117
ags,76726750,186,41,11251,-6,56,-108
ags,76726760,139,39,11239,-21,69,-114
ags,76726770,181,17,11175,-33,56,-126
ags,76726780,200,41,11219,-24,63,-114
ags,76726790,191,34,11219,-27,69,-93
ags,76726800,137,36,11244,-9,69,-120
ags,76726810,166,36,11239,3,78,-114
ags,76726820,154,46,11224,-3,78,-105
ags,76726830,157,68,11227,-24,72,-117
ags,76726840,181,26,11207,-27,69,-114
ags,76726850,171,39,11222,-12,63,-114
ags,76726860,154,39,11239,-6,53,-105
ags,76726870,144,9,11154,-30,47,-114
ags,76726880,149,75,11256,-15,78,-99
ags,76726890,135,36,11212,-18,72,-108
ags,76726900,154,46,11212,-15,69,-156
ags,76726910,174,39,11202,-3,66,-108
ags,76726920,161,22,11180,-6,60,-108
ags,76726930,176,22,11237,-9,72,-108
ags,76726940,178,46,11239,-18,75,-123
ags,76726950,154,46,11219,0,56,-123
ags,76726960,169,24,11224,-21,72,-105
ags,76726970,122,58,11222,-9,69,-126
ags,76726980,161,75,11219,3,56,-120
ags,76726990,139,48,11215,-37,72,-120
ags,76727000,174,61,11215,-21,41,-123
ags,76727010,147,-3,11237,-6,78,-114
ags,76727020,198,-17,11210,-15,66,-129
ags,76727030,157,41,11229,3,44,-99
ags,76727040,183,14,11239,-30,75,-117
ags,76727050,186,29,11168,-12,60,-102
ags,76727060,188,17,11288,-15,66,-126
ags,76727070,137,36,11232,-9,78,-108
ags,76727080,174,29,11205,-27,60,-132
ags,76727090,137,46,11217,-43,50,-123
ags,76727100,164,19,11193,-27,72,-114
ags,76727110,159,58,11227,-27,66,-105
ags,76727120,181,17,11200,-21,84,-108
ags,76727130,166,39,11205,-24,69,-120
ags,76727140,169,29,11239,-9,53,-111
ags,76727150,159,14,11119,-33,78,-108
ags,76727160,132,51,11219,-30,60,-123
ags,76727170,159,51,11190,-15,75,-108
ags,76727180,164,41,11178,-18,69,-93
ags,76727190,135,9,11283,-18,75,-120
ags,76727200,144,12,11224,-15,84,-120
ags,76727210,137,61,11185,-24,66,-99
ags,76727220,139,44,11251,3,75,-108
ags,76727230,171,0,11185,-33,78,-117
ags,76727240,135,73,11232,-9,84,-99
ags,76727250,127,36,11229,-24,69,-120
ags,76727260,181,48,11232,-9,75,-108
ags,76727270,188,31,11136,-18,84,-123
ags,76727280,176,63,11180,-9,78,-102
ags,76727290,147,53,11166,-24,53,-114
ags,76727300,171,44,11217,-21,75,-102
ags,76727310,144,17,11217,-18,60,-123
ags,76727320,191,48,11251,-12,69,-99
ags,76727330,166,46,11305,-15,63,-102
ags,76727340,161,36,11222,-37,81,-144
ags,76727350,159,31,11217,-15,78,-114
ags,76727360,154,4,11224,-18,78,-108
ags,76727370,164,-27,11246,0,63,-111
ags,76727380,176,19,11197,-24,66,-120
ags,76727390,193,83,11266,-33,87,-117
ags,76727400,139,44,11241,3,69,-117
ags,76727410,174,12,11263,-12,75,-141
ags,76727420,183,41,11190,-24,66,-117
ags,76727430,169,51,11207,-6,66,-111
ags,76727440,166,51,11263,-27,69,-102
ags,76727450,157,36,11219,-3,75,-126
ags,76727460,193,24,11266,-27,78,-120
ags,76727470,159,31,11232,-30,75,-111
ags,76727480,164,14,11185,-15,66,-108
ags,76727490,169,31,11215,-21,66,-120
ags,76727500,161,17,11207,-12,81,-102
ags,76727510,178,63,11232,-24,66,-102
ags,76727520,171,34,11239,-15,81,-99
ags,76727530,193,66,11205,-18,75,-111
ags,76727540,159,48,11224,-12,90,-132
ags,76727550,174,61,11200,-15,56,-99
ags,76727560,149,39,11151,-30,56,-111
ags,76727570,178,51,11283,-18,75,-123
ags,76727580,157,29,11229,-6,72,-108
ags,76727590,152,46,11163,-30,84,-93
ags,76727600,142,39,11175,-30,75,-123
ags,76727610,166,31,11219,-9,66,-102
ags,76727620,139,44,11193,-18,69,-120
ags,76727630,178,14,11200,-12,56,-132
ags,76727640,130,34,11205,-15,60,-114
ags,76727650,174,48,11200,-15,66,-132
ags,76727660,125,19,11271,-18,56,-117
ags,76727670,137,12,11244,-6,66,-123
ags,76727680,183,14,11195,-18,66,-111
ags,76727690,149,24,11251,6,63,-117
ags,76727700,171,22,11283,-24,72,-114
ags,76727710,159,14,11173,-12,78,-123
ags,76727720,171,34,11183,-12,50,-126
ags,76727730,149,41,11183,-9,66,-102
ags,76727740,166,19,11215,-18,56,-99
ags,76727750,152,19,11193,-3,60,-105
ags,76727760,181,22,11195,-27,75,-129
ags,76727770,157,7,11258,-9,63,-108
ags,76727780,139,41,11263,-27,81,-114
ags,76727790,154,34,11251,-18,66,-132
ags,76727800,164,19,11212,-15,84,-105
ags,76727810,159,14,11202,-24,56,-114
ags,76727820,164,63,11212,-27,69,-105
ags,76727830,144,-20,11244,-15,78,-108
ags,76727840,147,12,11246,-37,53,-120
ags,76727850,144,58,11195,-33,69,-123
ags,76727860,176,34,11161,-3,75,-93
ags,76727870,178,12,11241,-21,75,-114
ags,76727880,161,-20,11222,-37,63,-129
ags,76727890,161,-5,11227,-18,50,-114
ags,76727900,178,34,11256,-21,60,-117
ags,76727910,142,39,11173,-37,60,-117
ags,76727920,130,-17,11239,-24,72,-114
ags,76727930,191,22,11197,-21,75,-111
ags,76727940,171,53,11180,6,69,-123
ags,76727950,210,17,11327,-9,90,-108
ags,76727960,198,31,11246,-33,66,-114
ags,76727970,191,22,11154,-3,56,-105
ags,76727980,188,19,11256,-12,81,-102
ags,76727990,137,56,11268,-27,78,-105
ags,76728000,154,61,11195,-24,72,-114
ags,76728010,159,46,11195,-37,72,-117
ags,76728020,157,-3,11190,-12,63,-99
ags,76728030,176,9,11188,9,72,-114
ags,76728040,171,34,11244,-24,78,-120
ags,76728050,166,4,11229,-12,81,-135
ags,76728060,149,14,11239,-6,75,-102
ags,76728070,144,36,11175,-21,81,-120
ags,76728080,144,36,11215,-18,75,-129
ags,76728090,135,56,11249,-6,72,-108
ags,76728100,103,24,11207,-30,69,-114
ags,76728110,169,53,11237,-24,84,-123
ags,76728120,171,31,11219,-15,50,-126
ags,76728130,174,26,11254,6,53,-126
ags,76728140,176,36,11249,-9,69,-111
ags,76728150,135,46,11227,-21,63,-111
ags,76728160,220,53,11227,-3,53,-99
ags,76728170,137,68,11234,-18,87,-117
ags,76728180,169,41,11180,-15,81,-96
ags,76728190,152,48,11183,-15,50,-114
ags,76728200,196,44,11207,-18,50,-93
ags,76728210,154,26,11227,-18,66,-117
ags,76728220,169,-15,11151,-9,69,-129
ags,76728230,181,4,11202,-3,78,-120
ags,76728240,147,26,11222,-40,81,-135
ags,76728250,166,26,11256,-3,66,-108
ags,76728260,174,26,11173,0,60,-129
ags,76728270,132,85,11229,-37,66,-117
ags,76728280,154,34,11227,-12,47,-111
ags,76728290,149,26,11193,-15,69,-108
ags,76728300,169,56,11222,-9,78,-108
ags,76728310,152,2,11212,-3,72,-132
ags,76728320,164,29,11200,-27,69,-108
ags,76728330,152,34,11185,-12,81,-135
ags,76728340,166,7,11217,-15,96,-99
ags,76728350,139,58,11251,-18,87,-126
ags,76728360,152,44,11173,-9,66,-117
ags,76728370,171,9,11239,-12,75,-99
ags,76728380,203,34,11207,-21,78,-114
ags,76728390,147,36,11224,-18,69,-102
ags,76728400,147,48,11188,-6,63,-123
ags,76728410,183,26,11195,-30,53,-102
ags,76728420,166,22,11193,-21,87,-105
ags,76728430,144,22,11197,-9,66,-117
ags,76728440,161,36,11229,-21,87,-123
ags,76728450,152,24,11222,-6,81,-117
ags,76728460,130,2,11171,-30,72,-108
ags,76728470,171,39,11280,-24,56,-99
ags,76728480,144,44,11241,-33,60,-123
ags,76728490,186,24,11266,-6,63,-123
ags,76728500,159,39,11188,-24,75,-105
ags,76728510,196,14,11232,-12,53,-120
ags,76728520,198,41,11197,-21,66,-111
ags,76728530,183,41,11234,-15,56,-99
ags,76728540,142,48,11166,-18,56,-120
ags,76728550,139,75,11212,-18,63,-114
ags,76728560,127,58,11224,-3,72,-105
ags,76728570,154,31,11234,-21,69,-108
ags,76728580,164,46,11234,-18,69,-108
ags,76728590,132,41,11200,-9,56,-105
ags,76728600,135,-17,11239,-18,60,-114
ags,76728610,132,14,11171,6,78,-99
ags,76728620,161,61,11234,18,50,-120
ags,76728630,152,56,11283,-18,72,-114
ags,76728640,166,34,11305,-3,63,-120
ags,76728650,169,19,11207,-18,84,-117
ags,76728660,174,66,11246,-12,69,-105
ags,76728670,181,41,11207,-24,81,-114
ags,76728680,161,48,11205,-30,60,-123
ags,76728690,137,41,11217,-21,69,-120
ags,76728700,169,41,11215,-6,75,-120
ags,76728710,171,44,11217,-24,75,-117
ags,76728720,147,41,11161,-15,84,-120
ags,76728730,154,51,11227,-9,60,-135
ags,76728740,157,9,11246,-27,69,-114
ags,76728750,159,7,11278,-21,78,-105
ags,76728760,154,12,11285,-18,75,-126
ags,76728770,176,53,11217,-30,81,-120
ags,76728780,161,14,11227,-24,78,-129
ags,76728790,144,44,11207,-12,50,-132
ags,76728800,135,73,11175,-15,75,-99
ags,76728810,132,26,11222,-3,63,-129
ags,76728820,176,22,11241,-18,69,-120
ags,76728830,125,53,11212,-21,56,-132
ags,76728840,220,41,11200,-15,60,-117
ags,76728850,139,46,11239,-18,69,-108
ags,76728860,169,39,11254,-21,66,-123
ags,76728870,135,63,11239,-21,72,-105
ags,76728880,166,51,11200,-21,72,-120
ags,76728890,149,7,11232,-6,75,-111
ags,76728900,161,41,11268,-12,66,-108
ags,76728910,144,17,11239,-33,56,-111
ags,76728920,154,12,11224,-6,63,-120
ags,76728930,139,51,11258,-9,75,-102
ags,76728940,130,-3,11205,-6,75,-129
ags,76728950,164,78,11210,-12,84,-114
ags,76728960,132,17,11261,-21,53,-111
ags,76728970,174,56,11239,-12,53,-108
ags,76728980,137,34,11217,-24,53,-129
ags,76728990,130,44,11271,-15,66,-90
ags,76729000,191,51,11258,-21,63,-108
ags,76729010,144,29,11197,-15,84,-105
ags,76729020,147,75,11263,-18,66,-117
ags,76729030,157,61,11212,-9,69,-123
ags,76729040,159,26,11222,-15,75,-111
ags,76729050,130,29,11224,-30,60,-114
ags,76729060,159,44,11185,-27,72,-111
ags,76729070,174,19,11224,0,78,-93
ags,76729080,154,66,11217,-24,56,-108
ags,76729090,161,14,11188,-24,72,-105
ags,76729100,205,66,11197,-21,87,-132
ags,76729110,166,58,11280,-24,87,-114
ags,76729120,135,-5,11244,-21,63,-114
ags,76729130,159,46,11188,-6,87,-105
ags,76729140,122,63,11195,-3,81,-108
ags,76729150,154,24,11166,-27,53,-114
ags,76729160,147,26,11193,-21,90,-126
ags,76729170,164,29,11261,-18,63,-117
ags,76729180,157,85,11273,-12,87,-114
ags,76729190,176,36,11268,-15,50,-108
ags,76729200,149,22,11224,-15,66,-105
ags,76729210,152,14,11168,-15,81,-132
ags,76729220,174,34,11207,-27,75,-105
ags,76729230,171,61,11227,-12,56,-114
ags,76729240,130,4,11261,-15,72,-120
ags,76729250,169,46,11210,-27,66,-111
ags,76729260,137,34,11134,-21,56,-120
ags,76729270,169,44,11285,0,72,-90
ags,76729280,178,9,11200,0,78,-123
ags,76729290,169,29,11202,-18,72,-114
ags,76729300,169,22,11237,-15,84,-117
ags,76729310,178,41,11276,-33,87,-123
ags,76729320,149,41,11229,-24,78,-123
ags,76729330,186,39,11212,-18,63,-102
ags,76729340,164,29,11276,-15,84,-114
ags,76729350,176,-8,11244,-37,78,-114
ags,76729360,191,41,11197,-24,69,-105
ags,76729370,149,-20,11237,-15,75,-123
ags,76729380,169,61,11222,-24,60,-117
ags,76729390,108,56,11229,-21,75,-120
ags,76729400,144,36,11205,-9,81,-123
ags,76729410,164,39,11322,-21,78,-117
ags,76729420,152,34,11244,-6,72,-120
ags,76729430,176,26,11222,-12,69,-117
ags,76729440,176,44,11215,-12,84,-102
ags,76729450,191,44,11266,-18,75,-111
ags,76729460,178,24,11180,-33,60,-105
ags,76729470,178,51,11276,-18,69,-111
ags,76729480,166,24,11249,-37,69,-120
ags,76729490,171,48,11090,-9,87,-117
ags,76729500,152,46,11229,-15,66,-120
ags,76729510,154,19,11185,-6,72,-108
ags,76729520,171,46,11283,-15,72,-117
ags,76729530,149,90,11215,-15,63,-114
ags,76729540,149,29,11229,-12,75,-123
ags,76729550,174,26,11234,-15,69,-123
ags,76729560,191,29,11241,-15,56,-123
ags,76729570,157,61,11251,-30,78,-105
